SEXO,EDAD,PARENTESCO,PADRE,MADRE,CONSENTIMIENTO,RESULTADO,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C
2,30,2,2,2,1,1,522,2,1,2,69.50124319091994
2,23,1,2,2,1,1,523,1,1,1,873.0152801358234
2,17,8,2,2,1,1,524,9,1,9,514.9655498869195
1,17,3,2,1,1,1,526,4,1,4,1025.095574085952
2,31,1,2,2,1,1,527,1,1,1,43.84677172918727
1,35,1,1,1,1,1,528,1,1,1,340.4896260701323
1,26,3,1,1,1,1,529,4,1,4,2307.28399738283
2,26,1,2,2,1,1,530,1,1,1,261.9759087390011
2,57,2,2,2,1,1,531,2,1,2,21.06071573716167
2,20,1,2,2,1,1,532,1,1,1,94.24806143644754
2,29,3,1,1,1,1,533,3,1,3,803.6132632309905
2,37,2,2,2,1,1,534,2,1,2,38.20881010107372
2,23,1,2,2,1,1,535,1,1,1,501.7775736307348
2,21,3,1,1,1,1,536,6,1,6,281.1327620740948
2,48,1,2,2,1,1,537,1,1,1,666.6029748956435
1,13,3,2,1,1,1,538,3,1,3,453.7018880490473
2,54,1,3,2,1,1,539,1,1,1,21.06071573716167
2,32,5,2,2,1,1,540,2,1,2,82.78424125936269
2,42,3,1,2,1,1,541,4,1,4,1094.768132604554
2,22,2,2,2,1,1,542,2,1,2,1226.669983065199
2,43,2,2,2,1,1,543,2,1,2,785.4545454545453
1,32,1,2,2,1,1,544,1,1,1,72.76990870467559
2,31,2,2,2,1,1,545,2,1,2,43.84677172918727
2,43,1,1,1,1,1,546,1,1,1,657.451849245758
2,59,2,3,3,1,1,547,2,1,2,184.8130363809088
2,64,2,3,3,1,1,548,2,1,2,203.978980658545
1,53,1,2,2,1,1,549,1,1,1,52.93467033228978
2,20,7,3,2,1,1,550,5,1,5,471.2403071822378
2,43,3,2,1,1,1,551,2,1,2,785.4545454545453
2,55,1,3,1,1,1,552,1,1,1,107.8076045555301
2,46,2,3,2,1,1,553,2,1,2,1124.456583283056
2,64,2,3,3,1,1,554,2,1,2,759.8462916402864
1,39,3,1,1,1,1,555,3,1,3,704.8539168423512
1,65,1,3,3,1,1,556,1,1,1,140.1067449260342
2,53,2,3,2,1,1,557,2,1,2,199.2463536852808
1,48,3,1,1,1,1,558,3,1,3,365.8271002687966
2,50,2,3,3,1,1,559,2,1,2,46.42111263280621
1,62,1,3,3,1,1,560,1,1,1,56.38913803274323
2,65,2,3,3,1,1,561,2,1,2,1319.873890293374
2,37,1,2,2,1,1,562,1,1,1,261.8181818181818
1,15,3,3,1,1,1,563,3,1,3,151.0328384658506
2,28,3,1,1,1,1,564,3,1,3,175.9165126761457
2,44,2,2,2,1,1,565,2,1,2,1204.244945865009
2,48,2,2,2,1,1,566,2,1,2,70.20238579053891
2,23,10,2,2,1,1,567,6,1,6,187.4218413827299
2,37,2,2,2,1,1,568,2,1,2,412.438833157044
1,56,1,2,2,1,1,569,1,1,1,731.6542005375933
1,24,8,2,2,1,1,570,5,1,5,1376.355938597911
2,34,2,2,2,1,1,571,2,1,2,540.3382503286113
2,64,1,2,2,1,1,572,1,1,1,39.84927073705616
2,40,2,2,2,1,1,573,2,1,2,160.6806481597573
1,40,1,3,2,1,1,574,1,1,1,446.3494572730531
1,41,3,1,1,1,1,575,5,1,5,215.30620178219
1,63,4,3,3,1,1,576,4,1,4,716.043946877002
2,59,1,2,3,1,1,577,1,1,1,215.6152091110603
2,20,1,2,2,1,1,578,1,1,1,121.3544440698616
1,12,3,2,1,1,1,579,2,1,2,1434.352941176471
2,15,3,1,1,1,1,580,3,1,3,886.9531661179683
2,47,1,3,3,1,1,581,1,1,1,25.74087478986427
1,26,3,2,1,1,1,582,2,1,2,1275.077998553669
2,42,3,3,1,1,1,583,2,1,2,241.0209722396359
2,19,8,2,2,1,1,584,3,1,3,1587.300509337861
2,31,1,2,2,1,1,585,1,1,1,21.92338586459364
1,55,1,2,2,1,1,586,1,1,1,1097.48130080639
2,59,2,3,2,1,1,587,2,1,2,107.8076045555301
2,38,3,3,1,1,1,588,2,1,2,57.31321515161058
2,29,2,2,2,1,1,589,2,1,2,1071.484350974654
2,21,1,2,2,1,1,590,1,1,1,501.7775736307348
1,16,3,2,1,1,1,591,3,1,3,186.8807339449542
2,42,2,2,2,1,1,592,2,1,2,482.0419444792718
2,32,1,2,2,1,1,594,1,1,1,242.5086732286561
2,24,2,2,2,1,1,595,2,1,2,366.40839791289
2,27,3,3,1,1,1,597,3,1,3,974.6760072347899
1,64,1,2,2,1,1,598,1,1,1,26.46733516614489
2,24,3,2,1,1,1,599,2,1,2,153.8141128806622
1,62,1,2,2,1,1,601,1,1,1,2710.638229741529
2,24,5,2,2,1,1,602,2,1,2,793.6502546689304
2,22,3,1,1,1,1,603,3,1,3,412.0020880732023
2,18,3,1,1,1,1,604,4,1,4,307.6282257613244
2,49,1,3,1,1,1,605,1,1,1,64.9895576859287
2,20,3,1,1,1,1,606,3,1,3,28.10617286223114
1,51,1,3,3,1,1,607,1,1,1,220.6681232585038
1,23,1,2,2,1,1,608,1,1,1,185.7549644528943
1,33,3,1,1,1,1,610,3,1,3,143.067822770285
1,12,3,1,1,1,1,611,3,1,3,1099.836237297091
2,38,2,2,2,1,1,612,2,1,2,662.9101654070832
2,45,1,2,3,1,1,613,1,1,1,994.6418072784995
2,32,1,2,2,1,1,614,1,1,1,28.31532130000442
1,19,5,2,1,1,1,615,3,1,3,88.59953143646472
2,30,2,3,2,1,1,616,2,1,2,731.0070054260924
1,18,3,2,1,1,1,617,2,1,2,917.5706257319407
1,42,1,2,2,1,1,618,1,1,1,888.4479673339821
1,39,1,3,2,1,1,621,1,1,1,297.3811156564255
2,47,1,2,3,1,1,622,1,1,1,86.65274358123827
2,59,2,2,2,1,1,623,2,1,2,649.9379005232523
2,37,1,2,2,1,1,624,1,1,1,666.0819843803228
1,34,1,2,2,1,1,626,1,1,1,67.48732394366199
2,28,1,2,2,1,1,628,1,1,1,242.5086732286561
2,48,3,1,2,1,1,629,2,1,2,83.09957640437452
2,16,3,2,1,1,1,630,2,1,2,1387.937591121786
1,28,1,2,2,1,1,631,1,1,1,1249.7788319157
2,23,3,1,1,1,1,632,4,1,4,1254.443934076837
2,59,2,2,2,1,1,633,2,1,2,526.9461115662103
1,63,1,3,1,1,1,634,1,1,1,140.1067449260342
2,32,1,2,2,1,1,635,1,1,1,485.0173464573122
2,55,2,3,3,1,1,636,2,1,2,225.7932433330813
2,57,1,2,2,1,1,637,1,1,1,1299.875801046505
1,40,1,3,2,1,1,638,1,1,1,26.4560133959478
1,17,3,1,1,1,1,640,4,1,4,1118.280919661734
2,42,2,2,2,1,1,641,2,1,2,35.66155609433547
2,56,1,2,2,1,1,642,1,1,1,526.9461115662103
2,19,3,2,1,1,1,643,2,1,2,737.7325040880445
2,23,3,1,1,1,1,644,4,1,4,1096.529509082892
1,35,1,2,2,1,1,645,1,1,1,322.1628752944609
2,27,1,2,2,1,1,646,1,1,1,661.3872906236073
2,29,2,2,2,1,1,647,2,1,2,487.338003617395
1,45,2,2,2,1,1,648,2,1,2,1981.563459789315
2,48,2,2,2,1,1,649,2,1,2,1299.875801046505
2,62,2,3,3,1,1,650,2,1,2,526.9461115662103
1,52,3,1,1,1,1,651,3,1,3,404.3352160865647
1,20,8,2,2,1,1,652,9,1,9,986.0127456674385
2,32,2,2,2,1,1,653,2,1,2,477.6685987837164
1,23,3,2,1,1,1,654,3,1,3,1061.859879949549
1,17,5,2,2,1,1,655,3,1,3,670.9685517970403
1,13,3,1,1,1,1,657,3,1,3,1124.197749924494
2,34,10,2,2,1,1,658,5,1,5,1194.171496959291
1,23,3,2,1,1,1,659,4,1,4,821.6772880561987
2,60,2,2,2,1,1,660,2,1,2,666.6029748956435
1,31,2,2,2,1,1,661,2,1,2,1281.824442990461
2,20,3,1,1,1,1,662,3,1,3,756.6487221415841
2,60,2,2,2,1,1,663,2,1,2,649.9379005232523
2,44,1,2,2,1,1,664,1,1,1,334.8031138419612
2,29,1,2,2,1,1,665,1,1,1,238.8342993918582
1,21,3,1,1,1,1,666,3,1,3,927.0205301146859
2,30,1,3,2,1,1,668,1,1,1,46.97868399555779
1,34,2,2,2,1,1,669,2,1,2,77.25100951098099
1,43,1,2,2,1,1,670,1,1,1,52.91202679189561
1,60,1,3,3,1,1,671,1,1,1,91.6323683773672
1,31,1,2,2,1,1,672,1,1,1,108.1514133153734
2,38,1,2,2,1,1,673,1,1,1,35.66155609433547
2,47,1,3,3,1,1,674,1,1,1,122.3046734720857
2,48,2,3,3,1,1,675,2,1,2,899.9140161091185
1,33,4,3,2,1,1,676,6,1,6,1791.500524658971
1,24,3,2,1,1,1,677,3,1,3,606.7770742568853
1,34,8,2,1,1,1,678,5,1,5,1433.200419727177
2,63,1,3,3,1,1,679,1,1,1,599.942677406079
2,34,1,2,2,1,1,680,1,1,1,440.9248604157382
2,49,2,3,2,1,1,681,2,1,2,630.8767920167228
1,22,3,1,1,1,1,682,3,1,3,866.8167860798362
2,40,3,1,1,1,1,683,3,1,3,301.322802457765
2,45,2,2,2,1,1,685,2,1,2,599.942677406079
1,48,1,3,1,1,1,686,1,1,1,2374.272561452271
2,29,2,2,2,1,1,687,2,1,2,540.3382503286113
2,17,5,2,2,1,1,688,2,1,2,642.0260743602124
2,29,4,2,2,1,1,689,6,1,6,720.4337490322529
2,51,1,3,2,1,1,690,1,1,1,331.2103158087795
2,35,1,2,2,1,1,691,1,1,1,284.0819229128147
1,28,2,2,2,1,1,692,2,1,2,196.7196205859986
1,60,1,3,3,1,1,694,1,1,1,447.1220114396404
2,21,3,1,1,1,1,695,4,1,4,457.6796176349066
2,30,2,2,2,1,1,696,2,1,2,463.1470717102383
2,53,1,1,1,1,1,697,1,1,1,993.6309474263383
1,40,1,2,2,1,1,698,1,1,1,186.4416822207218
1,53,1,3,2,1,1,699,1,1,1,1994.388951619908
2,60,1,3,2,1,1,700,1,1,1,184.8130363809088
2,17,3,1,1,1,1,701,3,1,3,1284.052148720425
1,29,3,2,1,1,1,702,4,1,4,669.114830454474
1,21,1,2,3,1,1,703,1,1,1,606.7717502558853
1,30,1,2,2,1,1,704,1,1,1,967.4102833158446
1,46,1,2,2,1,1,705,1,1,1,238.7129800426739
2,36,2,2,2,1,1,706,2,1,2,337.8447516472534
2,55,2,2,2,1,1,707,2,1,2,108.3946716510303
1,22,3,2,1,1,1,708,6,1,6,482.5895334576896
2,65,8,3,3,1,1,709,4,1,4,184.8130363809088
2,24,2,2,2,1,1,710,2,1,2,1051.431414055885
1,53,1,2,3,1,1,712,1,1,1,385.6132754535502
2,54,2,2,2,1,1,713,2,1,2,390.2208179437092
2,61,1,3,3,1,1,715,1,1,1,92.40651819045439
2,50,2,3,3,1,1,716,2,1,2,1277.525503833864
2,28,3,3,1,1,1,717,2,1,2,261.9759087390011
1,22,3,1,1,1,1,720,3,1,3,289.5537200746138
1,47,1,2,2,1,1,721,1,1,1,1282.107183184226
1,55,8,2,2,1,1,722,2,1,2,961.5803873881698
1,25,3,2,1,1,1,723,3,1,3,608.2862095040673
1,20,3,1,1,1,1,724,4,1,4,386.0716267661517
2,22,3,2,1,1,1,725,3,1,3,416.0723796680969
2,34,2,2,2,1,1,726,2,1,2,521.0404556740181
1,63,1,3,3,1,1,727,1,1,1,596.7824501066848
2,32,1,2,2,1,1,728,1,1,1,781.560683511027
1,32,1,2,3,1,1,729,1,1,1,304.1431047520337
1,16,3,2,1,1,1,730,2,1,2,296.1224444142966
2,20,3,2,1,1,1,731,2,1,2,1577.147121083827
2,53,2,3,2,1,1,732,2,1,2,1277.525503833864
2,24,3,1,1,1,1,733,3,1,3,416.0723796680969
2,15,5,3,1,1,1,734,4,1,4,963.0391115403186
2,52,2,3,3,1,1,735,2,1,2,1596.90687979233
1,34,1,2,2,1,1,736,1,1,1,304.1431047520337
2,20,3,1,1,1,1,737,3,1,3,312.0542847510727
1,22,5,2,2,1,1,738,2,1,2,780.1351074718525
2,44,1,2,2,1,1,740,1,1,1,374.9443937791308
2,40,2,2,2,1,1,741,2,1,2,547.8722799032855
1,42,1,2,2,1,1,742,1,1,1,1470.787957267724
2,55,1,3,3,1,1,743,1,1,1,973.3527648258007
2,61,3,3,1,1,1,744,2,1,2,648.9018432172005
2,65,6,3,3,1,1,745,4,1,4,245.8178603803707
2,54,1,2,2,1,1,746,1,1,1,648.9018432172005
1,31,3,1,1,1,1,748,3,1,3,368.5372507869884
1,51,7,2,2,1,1,749,2,1,2,26.46733516614489
2,43,1,2,2,1,1,750,1,1,1,77.59465563523263
2,16,3,1,1,1,1,751,4,1,4,1467.4881699662
1,32,3,2,1,1,1,752,2,1,2,55.21690140845071
1,31,2,3,2,1,1,753,2,1,2,232.0587844494374
2,32,8,2,2,1,1,754,6,1,6,290.3423813005361
2,46,1,2,2,1,1,755,1,1,1,63.18214721148502
2,33,1,2,2,1,1,756,1,1,1,72.58559532513402
1,20,3,1,1,1,1,757,3,1,3,101.4296448676415
1,52,1,2,2,1,1,758,1,1,1,26.46733516614489
2,25,1,2,2,1,1,759,1,1,1,72.58559532513402
1,35,3,1,2,1,1,760,2,1,2,69.4662303524489
1,54,1,3,2,1,1,761,1,1,1,58.81630036921087
1,39,2,2,2,1,1,762,2,1,2,57.88852529370742
2,39,1,3,3,1,1,763,1,1,1,310.3786225409305
2,32,3,2,1,1,1,765,2,1,2,290.3423813005361
1,58,2,2,2,1,1,766,2,1,2,105.8693406645796
1,15,5,2,2,1,1,767,3,1,3,91.53505361566702
1,46,1,3,3,1,1,768,1,1,1,71.42165760635282
2,43,1,2,2,1,1,769,1,1,1,23.33736210419376
2,33,2,2,2,1,1,770,2,1,2,77.2236035454666
2,60,1,3,3,1,1,771,1,1,1,42.12143147432334
1,46,3,2,1,1,1,772,2,1,2,71.42165760635282
2,23,2,2,2,1,1,773,2,1,2,62.45816191606922
1,35,1,2,2,1,1,774,1,1,1,52.09967276433668
2,55,3,1,3,1,1,775,2,1,2,245.8178603803707
1,14,3,2,1,1,1,776,2,1,2,91.53505361566702
2,52,1,3,2,1,1,777,1,1,1,61.45446509509267
1,26,3,1,2,1,1,778,3,1,3,92.02816901408453
1,42,1,2,2,1,1,779,1,1,1,295.6977925737959
1,60,1,3,3,1,1,780,1,1,1,85.52354381887605
2,58,2,2,2,1,1,781,2,1,2,42.12143147432334
2,23,2,2,2,1,1,782,2,1,2,56.21234572446229
2,32,1,2,2,1,1,783,1,1,1,81.65879474077576
2,52,1,3,2,1,1,785,1,1,1,43.32637179061913
1,19,1,2,2,1,1,786,1,1,1,82.69289600736705
2,60,1,3,2,1,1,787,1,1,1,43.32637179061913
2,35,1,3,2,1,1,788,1,1,1,23.33736210419376
1,33,1,2,2,1,1,789,1,1,1,55.21690140845071
1,26,1,2,2,1,1,790,1,1,1,55.21690140845071
1,62,6,3,2,1,1,791,3,1,3,89.327256185739
1,48,1,2,2,1,1,792,1,1,1,239.2219486683211
2,17,3,2,1,1,1,793,3,1,3,169.0823334712454
2,22,2,2,2,1,1,794,2,1,2,56.21234572446229
2,49,2,2,2,1,1,795,2,1,2,42.12143147432334
2,16,3,2,1,1,1,796,2,1,2,319.4203253401074
1,37,3,1,1,1,1,797,3,1,3,197.1318617158639
2,62,1,3,3,1,1,798,1,1,1,61.45446509509267
2,28,8,2,2,1,1,799,2,1,2,163.511467514295
2,45,2,2,2,1,1,800,2,1,2,460.7730527622621
2,58,1,3,3,1,1,801,1,1,1,245.8178603803707
2,18,3,1,1,1,1,802,3,1,3,658.9760574397312
2,25,3,3,1,1,1,803,2,1,2,72.58559532513402
1,31,1,2,3,1,1,804,1,1,1,116.0293922247187
2,31,1,2,2,1,1,805,1,1,1,163.511467514295
2,19,3,2,1,1,1,806,2,1,2,170.1911356495744
2,57,1,2,2,1,1,807,1,1,1,341.3133724164905
1,27,2,3,2,1,1,808,2,1,2,55.21690140845071
2,26,5,2,2,1,1,809,3,1,3,109.6169293229682
2,21,1,2,2,1,1,810,1,1,1,28.10617286223114
2,19,3,2,1,1,1,811,2,1,2,56.21234572446229
1,29,4,2,2,1,1,812,4,1,4,110.4338028169014
2,19,1,2,2,1,1,813,1,1,1,28.10617286223114
2,23,3,1,1,1,1,814,3,1,3,112.4246914489246
2,35,2,2,2,1,1,815,2,1,2,374.9443937791308
2,22,1,2,2,1,1,817,1,1,1,242.7088881397232
1,27,3,2,1,1,1,818,2,1,2,82.82535211267607
1,27,3,1,1,1,1,819,3,1,3,491.3080922917467
2,26,1,2,2,1,1,820,1,1,1,40.54239186136996
2,40,1,2,2,1,1,821,1,1,1,20.42019184116954
1,42,1,2,2,1,1,822,1,1,1,230.0222572445901
2,54,1,2,2,1,1,823,1,1,1,42.12143147432334
2,38,2,3,2,1,1,824,2,1,2,374.9443937791308
2,19,3,2,1,1,1,825,3,1,3,343.25971322618
2,26,2,2,2,1,1,826,2,1,2,46.33416212727996
1,30,1,2,2,1,1,827,1,1,1,55.21690140845071
2,29,8,2,2,1,1,828,2,1,2,261.9759087390011
1,46,1,2,2,1,1,829,1,1,1,477.4259600853479
2,26,1,2,2,1,1,830,1,1,1,23.16708106363998
2,27,3,2,1,1,1,831,2,1,2,92.66832425455992
2,18,8,2,2,1,1,832,3,1,3,94.9132208645146
2,46,2,2,2,1,1,833,2,1,2,277.2195545713632
2,29,2,2,2,1,1,834,2,1,2,46.33416212727996
1,50,1,2,2,1,1,835,1,1,1,358.0694700640109
1,62,2,2,2,1,1,836,2,1,2,52.93467033228978
1,48,1,3,2,1,1,837,1,1,1,477.4259600853479
2,32,3,2,1,1,1,838,2,1,2,523.9518174780021
1,59,1,2,2,1,1,839,1,1,1,31.09947047959129
2,32,1,3,2,1,1,840,1,1,1,43.84677172918727
2,18,3,2,1,1,1,841,5,1,5,624.1085695021453
1,28,1,2,2,1,1,842,1,1,1,304.1431047520337
2,48,3,1,1,1,1,843,3,1,3,107.8076045555301
2,43,3,1,1,1,1,844,3,1,3,124.9814645930436
1,20,1,2,2,1,1,846,1,1,1,27.56429866912235
1,39,4,2,2,1,1,847,4,1,4,1150.11128622295
1,38,3,1,1,1,1,848,3,1,3,854.3683840513346
2,34,1,2,2,1,1,849,1,1,1,21.92338586459364
2,25,3,1,1,1,1,851,3,1,3,261.9759087390011
1,30,3,2,1,1,1,852,2,1,2,144.2018844204979
2,56,2,3,3,1,1,853,2,1,2,49.51585347499329
2,27,3,2,1,1,1,854,2,1,2,392.9638631085015
2,25,1,2,2,1,1,855,1,1,1,21.92338586459364
2,34,3,2,1,1,1,856,2,1,2,392.9638631085015
2,24,3,3,1,1,1,857,5,1,5,520.0904745851211
2,47,2,3,3,1,1,858,2,1,2,369.6260727618176
2,33,1,2,2,1,1,859,1,1,1,130.9879543695005
1,24,3,1,1,1,1,860,5,1,5,165.3857920147341
1,24,8,2,2,1,1,862,4,1,4,94.50616686556235
1,20,3,1,1,1,1,863,4,1,4,165.3857920147341
2,22,1,2,2,1,1,864,1,1,1,23.72830521612865
1,58,3,1,1,1,1,865,3,1,3,276.7606147817648
1,60,1,2,2,1,1,866,1,1,1,28.50784793962535
1,36,3,3,1,1,1,867,2,1,2,347.3195638975077
2,23,2,2,2,1,1,868,2,1,2,163.4274949357036
2,53,1,2,2,1,1,869,1,1,1,21.66318589530957
2,12,5,2,1,1,1,872,5,1,5,936.5163872904679
1,50,3,3,1,1,1,873,3,1,3,948.8935363946223
2,28,5,2,2,1,1,874,2,1,2,43.84677172918727
2,21,3,2,1,1,1,877,3,1,3,230.7211693209933
2,27,3,1,1,1,1,878,3,1,3,434.1379474252954
2,26,3,2,1,1,1,879,2,1,2,248.0320054298181
2,26,1,2,2,1,1,880,1,1,1,123.091012743962
2,51,2,3,1,1,1,881,2,1,2,212.9923634420373
1,31,1,2,2,1,1,882,1,1,1,1034.042899633284
2,17,3,2,1,1,1,883,3,1,3,293.5337163201208
2,61,1,2,3,1,1,884,1,1,1,106.4961817210187
2,64,1,3,3,1,1,885,1,1,1,122.3046734720857
2,26,2,2,2,1,1,886,2,1,2,149.9584619052794
2,12,3,1,2,1,1,888,3,1,3,670.7978595268816
1,26,3,2,1,1,1,889,2,1,2,658.0806473158689
2,24,2,2,2,1,1,890,2,1,2,153.8141128806622
1,40,1,2,2,1,1,891,1,1,1,812.5485000515729
1,44,1,2,2,1,1,892,1,1,1,335.794843456879
2,38,2,2,2,1,1,893,2,1,2,155.1893112704653
2,55,2,2,2,1,1,895,2,1,2,324.9111080536277
1,21,3,1,1,1,1,896,3,1,3,522.0548384897666
2,36,2,2,2,1,1,897,2,1,2,71.32311218867095
1,31,3,1,1,1,1,898,3,1,3,385.4792421456521
2,36,2,2,2,1,1,899,2,1,2,232.7839669056978
2,42,1,3,2,1,1,901,1,1,1,117.2756541118672
1,15,3,2,1,1,1,902,2,1,2,75.94133599907258
2,32,7,2,2,1,1,903,5,1,5,248.352723778088
1,56,2,3,2,1,1,904,2,1,2,477.3626312513347
2,31,2,2,2,1,1,905,2,1,2,198.8769116041442
2,62,1,3,3,1,1,906,1,1,1,95.84656354891681
2,21,1,2,2,1,1,907,1,1,1,176.8247818422932
2,33,1,2,2,1,1,908,1,1,1,123.091012743962
2,22,3,1,1,1,1,909,2,1,2,278.8657670057303
1,53,1,2,2,1,1,910,1,1,1,28.50784793962535
2,15,3,1,1,1,1,911,3,1,3,609.8162359335287
1,21,7,2,2,1,1,912,2,1,2,55.12859733824471
2,31,2,2,2,1,1,913,2,1,2,129.1566727933994
1,59,1,3,3,1,1,914,1,1,1,285.6866304254113
2,34,2,2,2,1,1,915,2,1,2,470.1262366316915
2,15,3,1,2,1,1,916,2,1,2,86.95088539926496
2,65,2,3,3,1,1,917,2,1,2,189.9615729100716
2,46,1,2,1,1,1,918,1,1,1,569.8847187302148
1,19,2,2,2,1,1,920,2,1,2,243.7182054766697
2,43,1,2,2,1,1,921,1,1,1,249.6096985285004
1,32,1,2,2,1,1,923,1,1,1,428.3102690507246
1,18,5,2,2,1,1,924,5,1,5,110.2571946764894
1,63,1,2,2,1,1,925,1,1,1,112.779657701874
1,27,3,2,1,1,1,926,2,1,2,128.4930807152174
1,43,1,2,2,1,1,927,1,1,1,53.87406364265734
1,31,1,2,2,1,1,928,1,1,1,232.0587844494374
1,33,1,2,2,1,1,929,1,1,1,245.5127113145999
1,56,1,2,2,1,1,930,1,1,1,954.7252625026694
1,16,5,2,1,1,1,931,3,1,3,607.5891525579999
1,12,3,2,1,1,1,933,5,1,5,747.24687236509
2,23,3,2,1,1,1,934,2,1,2,589.9829984210447
2,42,1,2,2,1,1,935,1,1,1,38.90351573927506
1,34,1,2,2,1,1,936,1,1,1,282.6847775734782
1,21,1,3,2,1,1,937,1,1,1,117.4623386601975
1,48,3,2,1,1,1,938,2,1,2,954.7252625026694
2,58,1,2,2,1,1,939,1,1,1,98.68638879774042
2,35,2,2,2,1,1,940,2,1,2,332.8129313713338
2,56,2,3,3,1,1,941,2,1,2,106.2747336953615
2,43,3,1,3,1,1,942,2,1,2,249.6096985285004
2,27,4,2,2,1,1,943,3,1,3,455.3133269264947
2,60,2,3,3,1,1,945,2,1,2,86.30293534685242
2,39,1,2,2,1,1,946,1,1,1,58.35527360891258
1,14,3,1,1,1,1,947,4,1,4,1613.093148035734
1,13,3,1,1,1,1,948,3,1,3,655.1994301994301
2,48,1,3,3,1,1,949,1,1,1,379.9231458201432
2,23,1,2,2,1,1,950,1,1,1,125.4895951525786
2,32,1,2,2,1,1,951,1,1,1,72.58559532513402
1,18,3,1,1,1,1,952,3,1,3,387.5303536884668
2,46,1,2,2,1,1,953,1,1,1,1194.596803457717
1,47,1,2,2,1,1,954,1,1,1,114.0313917585014
1,60,1,3,3,1,1,955,1,1,1,237.2233840986556
1,44,3,1,1,1,1,956,4,1,4,264.5968982943134
1,28,3,1,1,1,1,957,7,1,7,982.0508452583995
1,33,7,3,3,1,1,959,4,1,4,1323.164120079728
2,27,1,2,2,1,1,960,1,1,1,109.4279914313665
2,45,2,3,2,1,1,961,2,1,2,386.4271484818875
2,55,2,3,3,1,1,963,2,1,2,250.1815532012934
2,63,1,3,3,1,1,964,1,1,1,95.84656354891681
2,59,1,3,3,1,1,965,1,1,1,197.3727775954808
1,48,3,3,1,1,1,966,2,1,2,260.9457225085212
1,21,3,2,1,1,1,967,2,1,2,380.908892395472
1,20,4,2,2,1,1,969,4,1,4,469.8493546407899
2,54,1,2,3,1,1,970,1,1,1,191.6931270978336
2,44,2,2,2,1,1,971,2,1,2,153.565796203297
1,25,5,2,2,1,1,972,3,1,3,220.5273533466214
2,43,3,1,3,1,1,973,2,1,2,278.8511106841875
2,51,2,2,2,1,1,974,2,1,2,184.363395285278
2,49,3,3,1,1,1,975,2,1,2,184.363395285278
2,55,2,2,2,1,1,977,2,1,2,345.2117413874097
1,56,1,2,2,1,1,978,1,1,1,355.8350761479834
1,25,3,1,2,1,1,980,2,1,2,196.7196205859986
1,61,1,2,2,1,1,981,1,1,1,474.4467681973111
2,17,3,2,1,1,1,982,3,1,3,548.8346123401759
2,57,2,3,2,1,1,983,2,1,2,431.5146767342621
2,17,3,3,1,1,1,984,2,1,2,406.5441572890191
2,26,2,2,2,1,1,985,2,1,2,46.33416212727996
2,37,2,3,2,1,1,986,2,1,2,274.5706683813505
2,17,3,2,1,1,1,987,2,1,2,221.9205626810096
1,36,1,3,2,1,1,988,1,1,1,167.8974217284395
2,46,1,2,2,1,1,989,1,1,1,112.8966216665407
1,57,1,3,2,1,1,990,1,1,1,71.42165760635282
2,48,1,2,2,1,1,991,1,1,1,177.3730990653224
2,50,1,2,2,1,1,992,1,1,1,28.88424786041275
2,40,1,2,2,1,1,993,1,1,1,23.33736210419376
1,59,1,3,3,1,1,994,1,1,1,26.46733516614489
2,32,1,2,2,1,1,995,1,1,1,74.97923095263971
1,26,1,2,1,1,1,996,1,1,1,513.9723228608694
2,17,3,2,1,1,1,997,3,1,3,731.7794831202344
1,37,1,2,2,1,1,998,1,1,1,26.93703182132867
2,20,3,1,1,1,1,999,3,1,3,605.5466764513023
2,37,3,3,1,1,1,1000,3,1,3,539.5964125560539
2,26,3,3,1,1,1,1001,3,1,3,435.5135719508041
1,28,1,3,2,1,1,1002,1,1,1,282.6847775734782
2,24,2,2,2,1,1,1003,2,1,2,56.21234572446229
2,26,1,2,2,1,1,1004,1,1,1,46.33416212727996
1,51,1,2,2,1,1,1006,1,1,1,303.5690665847553
2,45,2,3,2,1,1,1007,2,1,2,98.68638879774042
2,24,2,2,2,1,1,1008,2,1,2,56.21234572446229
2,21,1,2,2,1,1,1009,1,1,1,68.13011959003036
2,57,2,2,2,1,1,1010,2,1,2,42.12143147432334
2,25,3,3,1,1,1,1011,2,1,2,120.3707905745032
1,14,3,2,1,1,1,1012,2,1,2,230.4614451287398
2,30,1,2,2,1,1,1013,1,1,1,74.97923095263971
2,32,1,2,2,1,1,1014,1,1,1,129.1566727933994
1,18,3,2,1,1,1,1015,2,1,2,140.2124692370796
2,13,3,2,1,1,1,1016,2,1,2,84.5411667356227
2,53,2,3,3,1,1,1017,2,1,2,95.84656354891681
1,15,3,2,1,1,1,1018,2,1,2,345.6921676931097
2,60,1,3,3,1,1,1019,1,1,1,265.9186444939984
2,47,1,2,2,1,1,1020,1,1,1,53.13882473724484
2,50,2,3,2,1,1,1021,2,1,2,287.5396906467504
2,42,2,2,3,1,1,1022,2,1,2,411.7704650849477
2,32,1,2,1,1,1,1023,1,1,1,149.9584619052794
1,14,3,2,1,1,1,1024,2,1,2,230.4614451287398
1,56,1,3,3,1,1,1025,1,1,1,1041.51846818473
2,59,1,3,2,1,1,1026,1,1,1,287.5396906467504
2,19,4,2,2,1,1,1028,7,1,7,366.8544901001635
