SEXO,EDAD,PARENTESCO,PADRE,MADRE,CONSENTIMIENTO,RESULTADO,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C
1,55,1,2,2,1,1,1789,1,1,1,382.6036809264581
2,29,3,1,1,1,1,1790,3,1,3,198.8769116041442
2,45,1,2,2,1,1,1791,1,1,1,273.8473244254766
1,57,1,3,3,1,1,1792,1,1,1,495.3506336865498
1,13,3,1,1,1,1,1793,3,1,3,648.6474358974358
1,27,3,1,3,1,1,1794,2,1,2,575.2851024765413
2,12,3,1,1,1,1,1795,3,1,3,544.034696292185
1,27,7,2,2,1,1,1796,4,1,4,319.7057780928748
1,43,2,2,1,1,1,1798,2,1,2,306.4949510577508
2,60,1,3,3,1,1,1799,1,1,1,262.135720243998
2,33,2,2,2,1,1,1800,2,1,2,218.855982862733
1,24,3,1,1,1,1,1801,4,1,4,459.4714960186034
1,57,1,3,1,1,1,1802,1,1,1,217.9438254404976
1,35,8,2,2,1,1,1803,5,1,5,465.2927605216505
2,64,2,3,3,1,1,1804,2,1,2,1135.578225630101
2,17,3,1,1,1,1,1805,3,1,3,561.3340471092076
2,28,2,2,2,1,1,1806,2,1,2,239.9076404349738
2,34,3,1,2,1,1,1807,3,1,3,642.8861122757856
1,52,1,3,3,1,1,1808,1,1,1,412.7921947387915
2,30,1,2,2,1,1,1809,1,1,1,71.22981956315289
2,51,3,3,1,1,1,1810,2,1,2,117.1457998931206
1,59,1,2,2,1,1,1811,1,1,1,118.296484488977
1,60,1,2,2,1,1,1812,1,1,1,402.5138672661402
1,20,3,2,1,1,1,1813,3,1,3,387.5303536884668
2,31,1,1,1,1,1,1814,1,1,1,175.3558706068609
1,64,1,3,3,1,1,1815,1,1,1,1033.048197910108
2,29,2,2,2,1,1,1817,2,1,2,198.8769116041442
1,34,3,2,1,1,1,1818,3,1,3,277.8642172815936
2,49,1,3,3,1,1,1819,1,1,1,53.13882473724484
1,18,8,2,2,1,1,1820,4,1,4,289.6374820049732
2,52,2,2,2,1,1,1822,2,1,2,180.8719424460431
2,52,1,3,1,1,1,1823,1,1,1,187.3691458158333
1,51,1,2,2,1,1,1824,1,1,1,566.4526926086364
1,31,3,1,1,1,1,1825,4,1,4,844.0024304686565
2,25,7,2,2,1,1,1826,2,1,2,267.4906457211182
2,26,3,2,1,1,1,1827,2,1,2,926.2941434204765
2,24,4,2,2,1,1,1828,3,1,3,351.4203451855919
1,56,1,2,2,1,1,1829,1,1,1,534.2373619321069
1,48,3,1,1,1,1,1830,3,1,3,391.4185837627817
1,51,1,2,2,1,1,1832,1,1,1,209.8789636161848
2,14,5,2,2,1,1,1833,4,1,4,480.5522827687776
1,46,3,1,1,1,1,1834,3,1,3,114.4792805560666
1,20,5,2,1,1,1,1835,6,1,6,434.4562230074598
1,59,1,2,2,1,1,1836,1,1,1,157.9605263157895
2,46,2,3,3,1,1,1837,2,1,2,162.4555540268139
1,61,1,3,3,1,1,1838,1,1,1,127.1992006178518
2,47,2,3,2,1,1,1839,2,1,2,1302.993489826878
1,20,5,3,1,1,1,1840,3,1,3,287.1301611693717
2,24,3,2,1,1,1,1841,3,1,3,312.0542847510727
2,31,1,2,2,1,1,1842,1,1,1,137.7796126196765
2,54,1,3,3,1,1,1843,1,1,1,177.9512291570553
1,44,1,2,2,1,1,1844,1,1,1,494.9054869298272
2,38,1,2,2,1,1,1845,1,1,1,43.00531992260328
1,21,3,1,1,1,1,1846,3,1,3,692.4253937477445
1,61,1,2,2,1,1,1847,1,1,1,629.6368908485546
2,36,1,2,2,1,1,1848,1,1,1,823.5409301698954
2,52,2,2,2,1,1,1849,2,1,2,246.2209671240726
1,33,4,2,2,1,1,1850,3,1,3,1323.164120079728
1,41,3,3,1,1,1,1851,2,1,2,2573.878925218517
1,34,2,3,3,1,1,1852,2,1,2,994.8502726822012
2,28,2,2,2,1,1,1853,2,1,2,198.8769116041442
2,18,3,2,1,1,1,1854,3,1,3,621.073514309028
1,34,3,1,1,1,1,1855,6,1,6,583.5148562913464
2,19,3,2,1,1,1,1856,5,1,5,553.1705094866867
1,25,1,2,2,1,1,1857,1,1,1,544.3253588516745
1,32,3,1,2,1,1,1858,2,1,2,92.62140576053119
1,18,3,3,1,1,1,1859,4,1,4,497.5579404988241
2,21,3,1,1,1,1,1860,3,1,3,746.7660242043926
2,30,2,3,2,1,1,1861,2,1,2,261.9759087390011
2,47,2,2,3,1,1,1862,2,1,2,425.098934781446
1,17,3,1,1,1,1,1863,4,1,4,672.050213588874
2,56,2,2,3,1,1,1864,2,1,2,737.5487038513329
2,18,3,1,1,1,1,1865,5,1,5,365.8098810188246
1,19,3,2,1,1,1,1866,3,1,3,1040.180143295803
1,42,1,2,2,1,1,1867,1,1,1,532.7045911610787
2,39,2,2,2,1,1,1868,2,1,2,265.1230694635995
2,32,1,2,2,1,1,1870,1,1,1,116.6098489235353
1,60,1,3,3,1,1,1871,1,1,1,805.0277345322804
2,41,3,1,2,1,1,1872,2,1,2,287.1139239633025
2,40,2,3,3,1,1,1873,2,1,2,1280
2,45,1,2,2,1,1,1874,1,1,1,827.5543105930064
2,33,4,2,2,1,1,1875,3,1,3,857.1814830343809
2,23,1,2,2,1,1,1876,1,1,1,181.7767929089444
1,57,1,2,2,1,1,1877,1,1,1,801.3560428981602
2,65,2,3,3,1,1,1878,2,1,2,65.69480419951294
2,23,3,1,1,1,1,1879,3,1,3,351.4203451855919
1,36,1,2,2,1,1,1880,1,1,1,427.1841920256673
1,33,3,1,1,1,1,1881,3,1,3,214.8369823011125
2,24,1,2,2,1,1,1882,1,1,1,101.913553164979
1,31,1,3,2,1,1,1883,1,1,1,214.8369823011125
2,19,2,2,2,1,1,1884,2,1,2,151.4002657556231
1,19,10,2,1,1,1,1885,3,1,3,459.4714960186034
1,28,1,2,2,1,1,1887,1,1,1,308.9909870413643
2,45,2,2,2,1,1,1888,2,1,2,355.9024583141105
2,36,3,2,1,1,1,1889,3,1,3,1217.493955340635
1,39,1,2,2,1,1,1890,1,1,1,177.5681970536929
1,40,1,2,2,1,1,1891,1,1,1,261.9509293113703
2,58,6,3,3,1,1,1892,4,1,4,187.3691458158333
2,57,6,3,2,1,1,1893,5,1,5,1003.096134052129
1,32,1,2,2,1,1,1894,1,1,1,680.4066985645933
1,52,1,2,3,1,1,1895,1,1,1,191.630510846746
1,40,2,2,2,1,1,1896,2,1,2,262.2234581271869
1,28,4,2,2,1,1,1897,6,1,6,639.2456164746642
2,33,2,3,2,1,1,1900,2,1,2,565.0217391304349
1,15,3,2,1,1,1,1902,3,1,3,623.8803767290723
2,45,3,1,2,1,1,1903,2,1,2,144.8756382565118
2,34,3,1,1,1,1,1904,3,1,3,174.9147733853029
1,27,4,2,3,1,1,1905,4,1,4,882.1094133864856
2,33,2,3,2,1,1,1906,2,1,2,582.8327583285451
1,30,1,2,2,1,1,1908,1,1,1,307.1043020807388
1,45,1,2,3,1,1,1909,1,1,1,137.5973982462639
2,40,2,2,2,1,1,1910,2,1,2,574.227847926605
2,49,2,2,2,1,1,1911,2,1,2,289.7512765130236
1,17,3,1,1,1,1,1912,4,1,4,682.8986779258489
2,47,3,2,1,1,1,1913,2,1,2,49.34319439887021
2,20,2,2,2,1,1,1914,2,1,2,351.4203451855919
1,65,3,3,1,1,1,1915,2,1,2,479.7233454084225
2,53,1,3,3,1,1,1916,1,1,1,316.3577407236538
2,56,1,2,2,1,1,1917,1,1,1,162.4555540268139
2,64,1,3,3,1,1,1918,1,1,1,82.07365570802422
1,14,5,3,2,1,1,1919,5,1,5,298.8234019501625
1,50,1,3,2,1,1,1920,1,1,1,443.2900497389603
2,53,2,2,2,1,1,1921,2,1,2,1139.76943746043
1,31,1,2,2,1,1,1922,1,1,1,168.9683915289076
1,40,10,2,2,1,1,1923,2,1,2,425.9166666666667
1,16,3,2,1,1,1,1924,2,1,2,232.5371192624226
2,35,2,2,2,1,1,1925,2,1,2,321.3612963195146
1,25,3,2,1,1,1,1927,2,1,2,773.3333333333334
2,63,1,3,3,1,1,1928,1,1,1,91.03878152354756
1,40,2,2,2,1,1,1929,2,1,2,660.8469236809456
2,41,1,2,2,1,1,1930,1,1,1,150.0112835299004
2,34,2,2,2,1,1,1931,2,1,2,193.7350091900991
2,29,2,2,2,1,1,1932,2,1,2,281.3862636806568
1,52,1,3,2,1,1,1933,1,1,1,338.338973105622
1,24,4,2,2,1,1,1934,3,1,3,91.28668038087731
1,41,1,3,2,1,1,1935,1,1,1,406.0927936821323
2,50,3,2,1,1,1,1936,2,1,2,893.2222222222221
2,52,1,3,2,1,1,1937,1,1,1,1003.096134052129
1,46,1,2,2,1,1,1938,1,1,1,424.8395194564773
2,52,2,2,2,1,1,1939,2,1,2,376.3220722218022
2,39,1,2,2,1,1,1941,1,1,1,129.0159597678098
2,48,2,2,2,1,1,1942,2,1,2,158.1788703618269
2,34,3,2,1,1,1,1943,2,1,2,129.1566727933994
2,32,2,2,2,1,1,1944,2,1,2,177.3948026986343
1,55,2,2,2,1,1,1945,2,1,2,1033.048197910108
2,51,2,2,2,1,1,1946,2,1,2,651.4967449134391
2,61,2,2,2,1,1,1947,2,1,2,67.99299355284835
1,28,1,2,2,1,1,1948,1,1,1,899.4790847843227
1,27,3,2,1,1,1,1949,6,1,6,1235.963948165457
2,63,2,3,3,1,1,1950,2,1,2,144.8756382565118
2,19,3,2,1,1,1,1951,2,1,2,389.4878048780488
1,62,1,1,3,1,1,1952,1,1,1,738.8167495649338
1,15,3,2,1,1,1,1953,2,1,2,82.38154825410031
1,26,1,2,2,1,1,1954,1,1,1,255.6982465898656
1,36,8,3,3,1,1,1955,3,1,3,1794.306149463923
2,29,2,2,2,1,1,1956,2,1,2,565.0217391304349
2,44,2,2,2,1,1,1957,2,1,2,199.3680861887463
1,33,1,3,2,1,1,1958,1,1,1,82.82535211267607
2,40,3,1,1,1,1,1959,4,1,4,215.0265996130164
2,36,7,1,2,1,1,1960,8,1,8,729.3514328808446
1,42,1,3,2,1,1,1961,1,1,1,406.0927936821323
2,20,3,1,1,1,1,1963,3,1,3,484.0312955885177
2,63,1,3,3,1,1,1964,1,1,1,144.8756382565118
1,23,3,1,1,1,1,1965,4,1,4,1354.68931283478
2,14,5,3,1,1,1,1966,4,1,4,2125.039164490862
2,52,1,3,2,1,1,1967,1,1,1,98.63192611068848
1,20,5,2,1,1,1,1968,3,1,3,635.469015254487
1,57,1,3,3,1,1,1969,1,1,1,323.3764870538839
2,13,3,1,1,1,1,1970,3,1,3,377.464545612388
2,35,2,2,2,1,1,1971,2,1,2,303.16036436926
2,51,1,2,3,1,1,1973,1,1,1,325.7483724567196
2,36,2,2,2,1,1,1974,2,1,2,602.3333333333333
1,54,1,2,2,1,1,1975,1,1,1,219.8168701593043
2,22,3,2,1,1,1,1976,3,1,3,412.9880988947314
1,39,1,2,2,1,1,1977,1,1,1,873.5809394172675
2,49,3,3,1,1,1,1978,2,1,2,379.9231458201432
2,29,1,2,2,1,1,1979,1,1,1,46.33416212727996
2,46,10,2,2,1,1,1980,2,1,2,578.790215827338
1,22,2,2,2,1,1,1982,2,1,2,326.125
2,26,1,3,2,1,1,1983,1,1,1,46.33416212727996
2,33,2,2,2,1,1,1985,2,1,2,464.0645161290322
2,20,8,2,2,1,1,1986,5,1,5,272.5204783601214
1,22,3,2,1,1,1,1987,2,1,2,523.749727043774
1,50,2,3,3,1,1,1988,2,1,2,662.7826086956522
2,48,1,3,3,1,1,1989,1,1,1,723.4877697841725
2,29,1,2,2,1,1,1990,1,1,1,114.6957316893307
1,33,1,2,2,1,1,1991,1,1,1,66.32061761748193
1,30,1,1,1,1,1,1992,1,1,1,1342.96972266024
1,41,1,2,2,1,1,1993,1,1,1,1185.296442687747
1,17,3,1,1,1,1,1994,3,1,3,1501.430297848636
1,41,3,2,1,1,1,1995,3,1,3,306.1764108834199
2,59,2,3,3,1,1,1996,2,1,2,535.9333333333332
1,37,5,2,2,1,1,1998,2,1,2,212.9583333333333
2,19,3,1,1,1,1,1999,3,1,3,916.020994782225
2,60,2,2,2,1,1,2000,2,1,2,289.395107913669
2,26,3,1,1,1,1,2001,3,1,3,213.6894586894586
2,22,3,1,1,1,1,2002,3,1,3,244.5925275959497
2,49,2,2,2,1,1,2003,2,1,2,88.28859866620398
1,25,5,2,2,1,1,2004,3,1,3,386.6666666666667
1,55,1,2,2,1,1,2005,1,1,1,148.1954593706126
1,61,1,3,3,1,1,2006,1,1,1,194.530612244898
1,24,1,2,2,1,1,2007,1,1,1,349.1664846958494
2,26,2,2,2,1,1,2008,2,1,2,202.3614786339977
2,53,2,2,2,1,1,2009,2,1,2,893.2222222222221
1,53,1,2,3,1,1,2010,1,1,1,305.0014938411286
2,58,1,3,3,1,1,2011,1,1,1,49.34319439887021
1,23,3,1,2,1,1,2012,3,1,3,321.8609298042207
1,52,10,2,2,1,1,2013,7,1,7,1507.098276610423
1,62,1,2,2,1,1,2014,1,1,1,157.7286459853026
2,36,3,1,3,1,1,2015,5,1,5,729.3514328808446
2,36,2,2,2,1,1,2016,2,1,2,401.5555555555555
2,27,3,1,1,1,1,2017,5,1,5,356.1490978157644
1,50,1,2,2,1,1,2018,1,1,1,329.7253052389564
2,31,3,1,1,1,1,2019,3,1,3,404.7229572679954
1,49,1,2,2,1,1,2020,1,1,1,148.1954593706126
2,46,2,2,2,1,1,2022,2,1,2,535.9333333333332
2,54,1,3,3,1,1,2023,1,1,1,569.8847187302148
2,24,8,2,2,1,1,2024,3,1,3,259.6585365853659
1,50,1,3,2,1,1,2026,1,1,1,1193.406578128337
2,63,3,3,1,1,1,2028,2,1,2,246.462591982929
2,43,2,2,2,1,1,2029,2,1,2,803.1111111111111
1,43,1,3,1,1,1,2030,1,1,1,258.3674421386281
2,40,1,2,2,1,1,2031,1,1,1,282.4381221007239
2,44,1,2,2,1,1,2032,1,1,1,132.9120574591642
2,64,2,3,3,1,1,2033,2,1,2,557.2756300289606
2,62,6,3,3,1,1,2035,5,1,5,614.3640703496829
2,39,2,2,2,1,1,2036,2,1,2,691.8117963826047
2,56,1,3,3,1,1,2037,1,1,1,423.6197698024994
1,28,1,3,2,1,1,2038,1,1,1,1903.509297840835
2,26,2,2,2,1,1,2040,2,1,2,570.7412287296103
2,18,5,2,2,1,1,2041,7,1,7,807.8968573730862
1,41,1,2,2,1,1,2042,1,1,1,143.5374678547934
2,55,1,3,2,1,1,2043,1,1,1,53.13882473724484
1,42,1,2,2,1,1,2044,1,1,1,1277.75
2,19,2,2,2,1,1,2045,2,1,2,366.40839791289
1,39,3,2,1,1,1,2046,2,1,2,267.2972522897585
1,61,1,2,2,1,1,2047,1,1,1,39.43216149632566
2,47,1,2,2,1,1,2048,1,1,1,178.6444444444444
2,55,6,2,2,1,1,2049,6,1,6,635.4296547037492
1,56,1,2,2,1,1,2050,1,1,1,52.93467033228978
2,39,2,2,1,1,1,2051,2,1,2,657.451849245758
2,15,3,2,1,1,1,2052,3,1,3,551.8405969130524
2,20,3,1,1,1,1,2053,3,1,3,468.5604602474558
1,52,1,2,2,1,1,2054,1,1,1,118.296484488977
2,37,2,3,2,1,1,2055,2,1,2,282.4381221007239
2,37,1,2,2,1,1,2058,1,1,1,132.9120574591642
1,59,1,3,3,1,1,2059,1,1,1,1072.062266077613
2,20,3,1,1,1,1,2060,5,1,5,459.949740245972
2,63,1,3,3,1,1,2061,1,1,1,185.3196690379951
2,50,1,3,3,1,1,2062,1,1,1,242.0684398871425
2,23,3,1,1,1,1,2064,4,1,4,1404.960724427366
2,35,1,2,3,1,1,2065,1,1,1,140.6208425720621
2,40,1,2,2,1,1,2066,1,1,1,481.7975010521712
2,53,2,3,3,1,1,2067,2,1,2,759.8462916402864
2,20,2,2,3,1,1,2068,2,1,2,366.40839791289
1,63,1,2,2,1,1,2069,1,1,1,305.0014938411286
2,56,2,3,3,1,1,2070,2,1,2,474.5366110854807
1,31,1,2,2,1,1,2071,1,1,1,773.3333333333334
1,57,1,3,3,1,1,2072,1,1,1,26.46733516614489
1,29,5,2,1,1,1,2073,4,1,4,527.131053091523
1,30,1,2,2,1,1,2074,1,1,1,773.3333333333334
1,37,3,3,1,1,1,2075,2,1,2,180.8126080152425
1,35,5,3,1,1,1,2076,3,1,3,236.0011123144681
2,64,1,3,3,1,1,2079,1,1,1,52.4271440487996
2,19,3,2,1,1,1,2080,3,1,3,474.2084850708112
2,20,1,2,1,1,1,2081,1,1,1,265.5218445536096
2,37,2,2,2,1,1,2082,2,1,2,58.3434052604844
1,25,1,2,2,1,1,2083,1,1,1,607.6817499374326
2,38,1,2,2,1,1,2084,1,1,1,401.5555555555555
1,33,3,1,1,1,1,2085,3,1,3,456.2146571280504
1,52,1,3,3,1,1,2086,1,1,1,287.445766270119
1,45,1,3,2,1,1,2087,1,1,1,711.7654830406011
1,40,1,2,2,1,1,2088,1,1,1,340.4896260701323
2,31,3,2,1,1,1,2089,5,1,5,387.4700183801982
2,22,3,1,1,1,1,2090,3,1,3,303.5668285623415
2,47,1,3,2,1,1,2091,1,1,1,434.6269147695355
1,13,3,1,1,1,1,2092,4,1,4,398.4312026002167
1,19,3,1,1,1,1,2093,4,1,4,371.5099289057887
1,27,10,2,2,1,1,2094,6,1,6,110.4338028169014
2,22,1,2,2,1,1,2095,1,1,1,259.6585365853659
2,52,1,2,2,1,1,2096,1,1,1,407.9579613170901
2,13,3,3,1,1,1,2097,6,1,6,802.1121594263243
1,19,4,2,2,1,1,2098,7,1,7,233.6874487284659
1,19,1,1,2,1,1,2099,1,1,1,646.301584784789
1,52,1,3,2,1,1,2101,1,1,1,990.1686207522399
2,37,2,3,2,1,1,2102,2,1,2,617.6556976274217
2,27,2,2,3,1,1,2103,2,1,2,652.2756899766974
2,54,3,1,1,1,1,2104,3,1,3,83.3938510670978
2,20,5,2,2,1,1,2105,3,1,3,259.6585365853659
2,14,5,2,2,1,1,2106,2,1,2,142.3858615611193
2,47,1,2,2,1,1,2107,1,1,1,88.28859866620398
1,26,1,2,3,1,1,2108,1,1,1,441.0547066932428
2,43,2,2,2,1,1,2109,2,1,2,783.0379744453705
2,23,3,1,1,1,1,2111,3,1,3,645.3750607846903
1,12,5,2,2,1,1,2112,2,1,2,41.19077412705015
2,39,1,2,3,1,1,2114,1,1,1,401.5555555555555
2,42,1,2,3,1,1,2115,1,1,1,540.0406207076413
2,63,1,3,3,1,1,2116,1,1,1,57.76849572082551
2,40,1,2,2,1,1,2117,1,1,1,11.66868105209688
1,12,3,1,1,1,1,2118,4,1,4,840.0627669860925
1,38,1,3,2,1,1,2119,1,1,1,340.1965029142381
2,60,1,2,2,1,1,2120,1,1,1,178.6444444444444
1,21,3,1,1,1,1,2121,8,1,8,280.4249384741591
2,35,1,2,2,1,1,2123,1,1,1,138.8682939922707
2,31,2,2,2,1,1,2124,2,1,2,464.0645161290322
2,23,3,1,1,1,1,2125,3,1,3,220.1126940600981
2,25,1,2,2,1,1,2126,1,1,1,64.57833639669968
1,16,3,1,2,1,1,2127,3,1,3,761.7265709144615
2,28,2,2,2,1,1,2128,2,1,2,248.352723778088
2,35,2,2,2,1,1,2129,2,1,2,722.6962515782567
2,17,3,1,1,1,1,2130,8,1,8,295.8940835746794
1,40,3,3,1,1,1,2132,3,1,3,617.966947567817
2,40,1,2,2,1,1,2133,1,1,1,35.00604315629064
1,61,1,3,3,1,1,2134,1,1,1,662.7826086956522
1,31,1,2,2,1,1,2135,1,1,1,441.0547066932428
1,20,3,1,1,1,1,2136,3,1,3,815.3125
1,62,1,2,2,1,1,2137,1,1,1,430.599507602978
2,45,7,2,2,1,1,2138,2,1,2,1114.551260057921
2,64,1,3,1,1,1,2139,1,1,1,759.8462916402864
1,18,3,2,1,1,1,2140,3,1,3,1117.618683088694
2,12,3,1,2,1,1,2141,2,1,2,1059.495137523703
2,23,2,2,2,1,1,2143,2,1,2,161.4184047060759
2,33,2,2,2,1,1,2144,2,1,2,103.1750452606741
1,65,1,3,3,1,1,2145,1,1,1,291.7959183673469
1,19,5,2,2,1,1,2146,3,1,3,275.6845878136201
2,13,3,1,1,1,1,2147,5,1,5,867.1709360603456
2,28,2,2,2,1,1,2148,2,1,2,502.2415458937198
2,29,1,2,3,1,1,2149,1,1,1,202.3614786339977
1,39,3,2,1,1,1,2150,2,1,2,255.8881989217784
1,25,1,2,2,1,1,2151,1,1,1,405.1211666249551
2,53,2,3,3,1,1,2152,2,1,2,106.2776494744897
1,21,8,2,2,1,1,2153,3,1,3,452.015065913371
2,36,2,2,2,1,1,2154,2,1,2,58.3434052604844
2,56,2,3,3,1,1,2155,2,1,2,244.774776790254
1,36,3,2,1,1,1,2156,3,1,3,851.2240651753308
2,60,2,2,2,1,1,2157,2,1,2,535.9333333333332
2,55,2,2,2,1,1,2158,2,1,2,282.4459702260625
1,28,1,2,2,1,1,2159,1,1,1,55.21690140845071
2,27,2,2,2,1,1,2160,2,1,2,464.0645161290322
2,58,1,3,3,1,1,2162,1,1,1,305.9684709878175
1,42,1,2,2,1,1,2163,1,1,1,541.6990000343819
1,37,1,2,2,1,1,2164,1,1,1,500.6084200609931
2,25,1,2,2,1,1,2165,1,1,1,231.5735358551191
2,29,3,2,1,1,1,2166,3,1,3,545.03822504765
2,28,1,2,2,1,1,2167,1,1,1,118.4012583887169
2,15,3,1,3,1,1,2168,2,1,2,671.9342167560364
2,46,1,3,2,1,1,2169,1,1,1,1086.687478556473
1,58,1,3,3,1,1,2170,1,1,1,245.1903999338408
2,56,2,2,2,1,1,2171,2,1,2,178.6444444444444
2,65,2,2,2,1,1,2172,2,1,2,573.1977908869308
2,29,2,2,2,1,1,2173,2,1,2,602.4490747701442
2,12,3,2,1,1,1,2174,4,1,4,1955.991023120683
1,60,1,3,3,1,1,2175,1,1,1,209.8789636161848
2,15,5,2,2,1,1,2176,3,1,3,284.7717231222386
2,18,3,2,1,1,1,2177,2,1,2,331.902305692012
2,62,1,3,3,1,1,2178,1,1,1,557.2756300289606
2,21,1,2,2,1,1,2179,1,1,1,199.1376064545047
2,13,3,2,1,1,1,2180,4,1,4,169.0823334712454
2,15,3,1,1,1,1,2181,3,1,3,963.0391115403186
2,28,1,2,2,1,1,2182,1,1,1,46.33416212727996
2,29,3,2,1,1,1,2183,4,1,4,213.6894586894586
2,50,3,3,1,1,1,2184,2,1,2,122.3206040080869
2,60,2,3,2,1,1,2185,2,1,2,101.9894903292725
2,16,5,2,1,1,1,2186,4,1,4,1210.103588248053
2,21,2,2,2,1,1,2188,2,1,2,549.1467145331094
1,25,3,3,1,1,1,2189,2,1,2,1023.681006935796
2,26,7,2,2,1,1,2190,2,1,2,87.69354345837455
2,23,2,2,2,1,1,2191,2,1,2,257.4471265837286
2,61,3,3,1,1,1,2192,2,1,2,271.6718696391183
2,52,2,3,3,1,1,2193,2,1,2,569.8847187302148
2,24,3,2,1,1,1,2194,3,1,3,511.0552669399689
2,15,3,1,1,1,1,2195,3,1,3,126.8117501034341
2,52,2,2,2,1,1,2196,2,1,2,212.549467390723
1,20,3,1,1,1,1,2197,4,1,4,612.6286613581378
1,58,1,3,3,1,1,2198,1,1,1,326.920533245121
2,45,1,3,3,1,1,2199,1,1,1,112.3673073933505
1,45,1,2,2,1,1,2200,1,1,1,478.4438973366422
1,31,1,2,2,1,1,2201,1,1,1,829.208814270724
1,45,1,2,2,1,1,2202,1,1,1,854.7381221228176
2,33,5,2,2,1,1,2203,4,1,4,490.5344025428849
1,35,1,2,2,1,1,2204,1,1,1,1403.9339592101
2,61,6,3,3,1,1,2205,5,1,5,815.0156089173547
2,56,2,3,3,1,1,2206,2,1,2,88.44802385904312
1,38,1,2,2,1,1,2207,1,1,1,474.6491022507415
1,13,3,2,1,1,1,2208,4,1,4,231.4749417687279
2,65,1,3,3,1,1,2210,1,1,1,176.577197332408
1,32,3,1,2,1,1,2211,2,1,2,213.1371853952499
1,63,1,2,2,1,1,2212,1,1,1,154.0610964332893
2,29,4,2,2,1,1,2213,4,1,4,1236.605995580822
1,30,3,1,1,1,1,2214,3,1,3,401.7480730602543
2,18,3,2,1,1,1,2215,2,1,2,1351.840389500423
1,34,3,1,1,1,1,2216,3,1,3,311.0430622009569
2,43,2,2,2,1,1,2217,2,1,2,23.33736210419376
1,24,5,2,1,1,1,2218,3,1,3,866.8167860798362
1,48,1,3,3,1,1,2219,1,1,1,338.338973105622
2,61,1,3,3,1,1,2221,1,1,1,619.406304889146
1,28,3,1,3,1,1,2222,3,1,3,391.5869306759812
2,39,2,2,2,1,1,2223,2,1,2,71.32311218867095
2,15,3,1,2,1,1,2224,2,1,2,447.9561445040243
2,27,3,1,1,1,1,2225,3,1,3,288.1734996129011
1,42,1,2,2,1,1,2226,1,1,1,180.8126080152425
2,17,3,2,1,1,1,2227,2,1,2,672.2797712489185
1,35,3,2,1,1,1,2228,2,1,2,632.1581027667985
2,40,2,2,2,1,1,2229,2,1,2,796.9051344047789
2,19,3,1,2,1,1,2231,3,1,3,494.2320430797984
2,16,3,1,1,1,1,2232,3,1,3,389.8153104925054
2,40,3,3,1,1,1,2233,2,1,2,58.0929541662589
1,51,1,3,3,1,1,2235,1,1,1,565.8372085059755
1,42,2,3,3,1,1,2236,2,1,2,172.2449614257521
1,20,7,2,2,1,1,2237,3,1,3,945.2043010752689
2,55,7,2,1,1,1,2238,2,1,2,42.12143147432334
2,19,3,2,1,1,1,2239,2,1,2,313.6464141028905
1,38,3,3,1,1,1,2240,2,1,2,701.9669796050501
2,59,2,3,3,1,1,2241,2,1,2,225.2696999431706
2,34,1,2,2,1,1,2242,1,1,1,198.8769116041442
2,41,2,2,2,1,1,2243,2,1,2,291.7405731523378
2,18,3,2,1,1,1,2244,2,1,2,329.4880287198656
2,40,2,2,2,1,1,2245,2,1,2,46.67472420838752
2,18,1,2,2,1,1,2246,1,1,1,80.70920235303797
2,30,2,2,2,1,1,2248,2,1,2,256.4273504273503
1,56,1,2,3,1,1,2249,1,1,1,338.338973105622
1,37,3,3,1,1,1,2250,2,1,2,348.4251242461356
2,49,2,2,2,1,1,2252,2,1,2,105.3035786858084
1,64,1,2,2,1,1,2253,1,1,1,219.8168701593043
2,19,5,2,1,1,1,2254,4,1,4,306.6331601639814
2,14,3,1,1,1,1,2255,3,1,3,351.5677005499812
2,18,1,2,2,1,1,2257,1,1,1,398.2752129090094
1,45,3,1,3,1,1,2258,3,1,3,1167.183673469388
1,37,3,1,3,1,1,2261,2,1,2,111.3821696170783
2,47,3,1,1,1,1,2263,3,1,3,165.3686330935251
1,43,1,2,3,1,1,2264,1,1,1,494.9054869298272
2,43,2,3,2,1,1,2265,2,1,2,328.6224315763827
1,54,3,3,1,1,1,2267,2,1,2,198.3718980955421
2,60,1,3,3,1,1,2268,1,1,1,112.3673073933505
1,20,3,3,1,1,1,2269,2,1,2,542.4180790960451
1,54,7,2,2,1,1,2270,4,1,4,114.0313917585014
2,65,2,3,3,1,1,2271,2,1,2,92.40651819045439
2,17,10,3,3,1,1,2272,6,1,6,347.8035415970598
2,25,2,2,2,1,1,2273,2,1,2,271.3362171408096
1,59,1,2,2,1,1,2274,1,1,1,182.5172432610811
2,20,3,1,1,1,1,2275,4,1,4,416.0723796680969
1,38,1,1,1,1,1,2276,1,1,1,621.709847055815
2,39,1,2,2,1,1,2277,1,1,1,143.1360618790999
2,62,1,3,3,1,1,2278,1,1,1,178.6444444444444
2,59,2,2,2,1,1,2279,2,1,2,1249.39620364784
2,22,2,2,2,1,1,2281,2,1,2,395.3856344638388
1,23,1,2,2,1,1,2282,1,1,1,205.64495488105
2,45,1,2,1,1,1,2283,1,1,1,92.40651819045439
2,50,2,1,2,1,1,2284,2,1,2,714.5777777777777
2,27,5,2,2,1,1,2285,4,1,4,1117.582593517931
