S_01,S_02_A,S_02_A_01,S_02_B,S_02_B_01,S_02_C,S_02_C_01,S_02_D,S_02_D_01,S_02_E,S_02_E_01,S_02_F,S_02_F_01,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,2,,2,,2,,2,,2,,2,,30594,1,1,1
1,2,,2,,2,,2,,2,,2,,30595,2,1,2
1,2,,2,,2,,2,,2,,2,,30599,2,1,2
1,2,,2,,2,,2,,2,,2,,30600,2,1,2
2,,,,,,,,,,,,,30601,1,1,1
1,2,,2,,2,,2,,2,,2,,30603,2,1,2
1,2,,1,3,2,,2,,2,,2,,30604,1,1,1
1,2,,2,,2,,2,,2,,2,,30609,1,1,1
1,2,,2,,2,,2,,2,,2,,30611,7,1,7
1,2,,2,,2,,2,,2,,2,,30612,3,1,3
1,2,,2,,2,,2,,2,,2,,30613,2,1,2
1,2,,2,,2,,2,,2,,2,,30615,1,1,1
1,2,,2,,2,,2,,2,,2,,30617,1,1,1
2,,,,,,,,,,,,,30621,3,1,3
1,1,1,2,,2,,2,,2,,2,,30622,2,1,2
2,,,,,,,,,,,,,30623,1,1,1
2,,,,,,,,,,,,,30624,2,1,2
1,2,,2,,2,,2,,2,,2,,30625,3,1,3
1,2,,2,,2,,2,,2,,2,,30628,1,1,1
1,2,,2,,2,,2,,2,,2,,30629,2,1,2
1,2,,2,,2,,2,,2,,2,,30630,2,1,2
1,2,,2,,2,,2,,2,,2,,30634,1,1,1
1,2,,2,,2,,2,,2,,2,,30635,2,1,2
1,2,,2,,2,,2,,2,,2,,30638,2,1,2
1,2,,2,,2,,2,,2,,2,,30639,1,1,1
2,,,,,,,,,,,,,30643,3,1,3
1,2,,2,,2,,2,,2,,2,,30647,2,1,2
1,2,,2,,2,,2,,2,,2,,30648,2,1,2
1,2,,1,3,2,,2,,2,,2,,30649,2,1,2
1,2,,2,,2,,2,,2,,2,,30652,4,1,4
1,2,,2,,2,,2,,2,,2,,30656,1,1,1
2,,,,,,,,,,,,,30657,3,1,3
1,2,,2,,2,,2,,2,,2,,30658,1,1,1
1,2,,2,,2,,2,,2,,2,,30660,1,1,1
1,2,,2,,2,,2,,2,,2,,30661,2,1,2
1,2,,2,,2,,2,,2,,2,,30662,4,1,4
2,,,,,,,,,,,,,30663,1,1,1
1,2,,2,,2,,2,,2,,2,,30664,1,1,1
2,,,,,,,,,,,,,30665,3,1,3
1,2,,2,,2,,2,,2,,2,,30668,2,1,2
1,2,,2,,2,,2,,2,,2,,30669,1,1,1
1,2,,2,,2,,2,,2,,2,,30671,2,1,2
1,2,,2,,2,,2,,2,,2,,30673,2,1,2
2,,,,,,,,,,,,,30675,3,1,3
1,2,,2,,2,,2,,2,,2,,30678,2,1,2
1,2,,2,,2,,2,,2,,2,,30680,1,1,1
1,2,,2,,2,,2,,2,,2,,30681,1,1,1
1,2,,2,,2,,2,,2,,2,,30683,4,1,4
1,2,,1,3,2,,2,,2,,2,,30686,1,1,1
1,2,,2,,2,,2,,2,,2,,30689,1,1,1
1,2,,2,,2,,2,,2,,2,,30690,4,1,4
1,2,,1,3,2,,2,,2,,2,,30694,1,1,1
2,,,,,,,,,,,,,30695,3,1,3
2,,,,,,,,,,,,,30700,3,1,3
1,2,,2,,2,,2,,2,,2,,30702,1,1,1
2,,,,,,,,,,,,,30703,3,1,3
1,2,,2,,2,,2,,2,,2,,30707,2,1,2
2,,,,,,,,,,,,,30708,3,1,3
2,,,,,,,,,,,,,30709,1,1,1
2,,,,,,,,,,,,,30710,1,1,1
1,2,,2,,2,,2,,2,,2,,30711,3,1,3
1,2,,2,,2,,2,,2,,2,,30712,2,1,2
1,2,,2,,2,,2,,2,,2,,30715,1,1,1
1,2,,2,,2,,2,,2,,2,,30716,2,1,2
2,,,,,,,,,,,,,30717,1,1,1
1,2,,2,,2,,2,,2,,2,,30720,2,1,2
1,2,,2,,2,,2,,2,,2,,30726,3,1,3
1,2,,2,,2,,2,,2,,2,,30727,2,1,2
1,1,2,1,3,2,,2,,2,,2,,30728,5,1,5
2,,,,,,,,,,,,,30730,2,1,2
1,2,,2,,2,,2,,2,,2,,30731,2,1,2
2,,,,,,,,,,,,,30732,3,1,3
1,2,,2,,2,,2,,2,,2,,30733,2,1,2
2,,,,,,,,,,,,,30734,3,1,3
1,2,,2,,2,,2,,2,,2,,30735,1,1,1
1,2,,2,,2,,2,,2,,2,,30736,1,1,1
1,2,,2,,2,,2,,2,,2,,30739,2,1,2
1,2,,2,,2,,2,,2,,2,,30740,2,1,2
1,2,,2,,2,,2,,2,,2,,30747,1,1,1
1,2,,2,,2,,2,,2,,2,,30750,3,1,3
1,2,,2,,2,,2,,2,,2,,30752,2,1,2
2,,,,,,,,,,,,,30755,2,1,2
1,2,,2,,2,,2,,2,,2,,30756,1,1,1
1,2,,2,,2,,2,,2,,2,,30759,1,1,1
1,2,,2,,2,,2,,2,,2,,30760,2,1,2
1,2,,2,,2,,2,,2,,2,,30762,1,1,1
1,2,,2,,2,,2,,2,,2,,30764,2,1,2
1,2,,2,,2,,2,,2,,2,,30766,1,1,1
1,2,,2,,2,,2,,2,,2,,30767,1,1,1
1,2,,2,,2,,2,,2,,2,,30769,3,1,3
1,2,,2,,2,,2,,2,,2,,30772,2,1,2
2,,,,,,,,,,,,,30773,1,1,1
1,2,,2,,2,,2,,2,,2,,30774,1,1,1
1,2,,2,,2,,2,,2,,2,,30776,2,1,2
1,2,,2,,2,,2,,2,,2,,30777,1,1,1
1,2,,2,,2,,2,,2,,2,,30779,1,1,1
1,2,,2,,2,,2,,2,,2,,30780,1,1,1
1,2,,2,,2,,2,,2,,2,,30782,2,1,2
2,,,,,,,,,,,,,30786,3,1,3
2,,,,,,,,,,,,,30787,2,1,2
1,2,,2,,2,,2,,2,,2,,30788,2,1,2
1,2,,2,,2,,2,,2,,2,,30793,1,1,1
2,,,,,,,,,,,,,30795,3,1,3
1,2,,1,3,2,,2,,2,,2,,30797,1,1,1
2,,,,,,,,,,,,,30800,1,1,1
1,2,,2,,2,,2,,2,,2,,30802,1,1,1
2,,,,,,,,,,,,,30804,2,1,2
1,2,,2,,2,,2,,2,,2,,30808,2,1,2
1,2,,2,,2,,2,,2,,2,,30812,2,1,2
1,2,,2,,2,,2,,2,,2,,30815,2,1,2
2,,,,,,,,,,,,,30816,3,1,3
2,,,,,,,,,,,,,30817,3,1,3
1,1,3,2,,2,,2,,2,,2,,30818,2,1,2
1,2,,2,,2,,2,,2,,2,,30819,2,1,2
1,2,,2,,2,,2,,2,,2,,30821,1,1,1
1,2,,2,,2,,2,,2,,2,,30823,1,1,1
1,2,,2,,2,,2,,2,,2,,30824,1,1,1
1,2,,2,,2,,2,,2,,2,,30826,2,1,2
2,,,,,,,,,,,,,30827,2,1,2
1,2,,2,,2,,2,,2,,2,,30831,4,1,4
2,,,,,,,,,,,,,30832,1,1,1
1,2,,2,,2,,2,,2,,2,,30837,2,1,2
1,2,,2,,2,,2,,2,,2,,30840,2,1,2
1,2,,1,2,2,,2,,2,,2,,30841,1,1,1
1,2,,2,,2,,2,,2,,2,,30842,2,1,2
2,,,,,,,,,,,,,30843,2,1,2
1,2,,2,,2,,2,,2,,2,,30845,5,1,5
2,,,,,,,,,,,,,30849,2,1,2
2,,,,,,,,,,,,,30850,6,1,6
1,2,,2,,2,,2,,2,,2,,30852,7,1,7
1,2,,2,,2,,2,,2,,2,,30853,2,1,2
2,,,,,,,,,,,,,30855,1,1,1
2,,,,,,,,,,,,,30856,2,1,2
1,2,,2,,2,,2,,2,,2,,30858,2,1,2
2,,,,,,,,,,,,,30859,3,1,3
1,1,3,2,,2,,2,,2,,2,,30861,2,1,2
1,2,,2,,2,,2,,2,,2,,30865,4,1,4
1,2,,2,,2,,2,,2,,2,,30868,2,1,2
2,,,,,,,,,,,,,30871,2,1,2
2,,,,,,,,,,,,,30872,1,1,1
1,2,,2,,2,,2,,2,,2,,30874,2,1,2
1,2,,2,,2,,2,,2,,2,,30875,2,1,2
1,2,,2,,2,,2,,2,,2,,30876,1,1,1
1,2,,2,,2,,2,,2,,2,,30877,2,1,2
1,2,,2,,2,,2,,2,,2,,30880,1,1,1
1,2,,2,,2,,2,,2,,2,,30882,5,1,5
1,2,,2,,2,,2,,2,,2,,30883,2,1,2
1,2,,2,,2,,2,,2,,2,,30885,3,1,3
2,,,,,,,,,,,,,30886,3,1,3
1,2,,2,,2,,2,,2,,2,,30888,2,1,2
1,2,,2,,2,,2,,2,,2,,30891,1,1,1
2,,,,,,,,,,,,,30892,2,1,2
1,2,,2,,2,,2,,2,,2,,30893,2,1,2
1,2,,2,,2,,2,,2,,2,,30894,3,1,3
1,2,,2,,2,,2,,2,,2,,30895,1,1,1
1,2,,2,,2,,2,,2,,2,,30896,2,1,2
2,,,,,,,,,,,,,30899,6,1,6
2,,,,,,,,,,,,,30906,5,1,5
1,2,,2,,2,,2,,2,,2,,30907,1,1,1
1,2,,2,,2,,2,,2,,2,,30909,1,1,1
1,2,,2,,2,,2,,2,,2,,30914,1,1,1
1,2,,2,,2,,2,,2,,2,,30915,2,1,2
1,2,,2,,2,,2,,2,,2,,30917,2,1,2
1,2,,2,,2,,2,,2,,2,,30918,2,1,2
2,,,,,,,,,,,,,30919,2,1,2
1,1,1,2,,2,,2,,2,,2,,30920,2,1,2
1,2,,2,,2,,2,,2,,2,,30923,1,1,1
1,2,,2,,2,,2,,2,,2,,30925,1,1,1
2,,,,,,,,,,,,,30926,3,1,3
1,2,,2,,2,,2,,2,,2,,30930,2,1,2
1,2,,2,,2,,2,,2,,2,,30931,1,1,1
1,2,,2,,2,,2,,2,,2,,30932,2,1,2
1,2,,2,,2,,2,,2,,2,,30933,1,1,1
1,2,,2,,2,,2,,2,,2,,30935,1,1,1
1,2,,2,,2,,2,,2,,2,,30936,2,1,2
1,2,,2,,2,,2,,2,,2,,30940,1,1,1
1,2,,2,,2,,2,,2,,2,,30941,2,1,2
1,2,,2,,2,,2,,2,,2,,30944,2,1,2
1,2,,2,,2,,2,,2,,2,,30946,2,1,2
1,2,,2,,2,,2,,2,,2,,30947,9,1,9
1,2,,2,,2,,2,,2,,2,,30948,3,1,3
1,2,,2,,2,,2,,2,,2,,30951,1,1,1
1,2,,2,,2,,2,,2,,2,,30952,2,1,2
1,2,,2,,2,,2,,2,,2,,30953,2,1,2
1,2,,2,,2,,2,,2,,2,,30954,1,1,1
1,2,,2,,2,,2,,2,,2,,30955,1,1,1
2,,,,,,,,,,,,,30956,2,1,2
1,2,,2,,2,,2,,2,,2,,30957,1,1,1
1,2,,1,3,2,,2,,2,,2,,30958,2,1,2
2,,,,,,,,,,,,,30959,1,1,1
2,,,,,,,,,,,,,30960,2,1,2
2,,,,,,,,,,,,,30961,2,1,2
2,,,,,,,,,,,,,30964,3,1,3
1,2,,2,,2,,2,,2,,2,,30966,2,1,2
2,,,,,,,,,,,,,30967,1,1,1
2,,,,,,,,,,,,,30968,4,1,4
2,,,,,,,,,,,,,30970,1,1,1
1,2,,2,,2,,2,,2,,2,,30975,2,1,2
1,2,,2,,2,,2,,2,,2,,30977,2,1,2
2,,,,,,,,,,,,,30979,1,1,1
2,,,,,,,,,,,,,30983,1,1,1
1,2,,1,2,2,,2,,2,,2,,30986,4,1,4
1,2,,2,,2,,2,,2,,2,,30988,2,1,2
1,2,,2,,2,,2,,2,,2,,30994,2,1,2
1,2,,2,,2,,2,,2,,2,,30995,2,1,2
1,2,,2,,2,,2,,2,,2,,30998,1,1,1
1,2,,1,3,2,,2,,2,,2,,30999,1,1,1
2,,,,,,,,,,,,,31000,3,1,3
1,2,,2,,2,,2,,2,,2,,31002,1,1,1
2,,,,,,,,,,,,,31003,2,1,2
1,2,,2,,2,,2,,2,,2,,31004,1,1,1
1,2,,2,,2,,2,,2,,2,,31005,1,1,1
1,1,3,1,3,2,,2,,2,,2,,31007,1,1,1
1,2,,2,,2,,2,,2,,2,,31011,1,1,1
1,2,,2,,2,,2,,2,,2,,31012,2,1,2
1,2,,2,,2,,2,,2,,2,,31013,1,1,1
1,2,,1,3,2,,2,,2,,2,,31015,1,1,1
1,2,,2,,2,,2,,2,,2,,31016,2,1,2
2,,,,,,,,,,,,,31017,3,1,3
1,2,,2,,2,,2,,2,,2,,31018,1,1,1
1,2,,2,,2,,2,,2,,2,,31019,2,1,2
1,2,,2,,2,,2,,2,,2,,31020,4,1,4
1,2,,1,2,2,,2,,2,,2,,31022,2,1,2
1,2,,2,,2,,2,,2,,2,,31023,3,1,3
1,2,,2,,2,,2,,2,,2,,31024,1,1,1
2,,,,,,,,,,,,,31028,3,1,3
1,2,,2,,2,,2,,2,,2,,31031,1,1,1
1,2,,2,,2,,2,,2,,2,,31032,4,1,4
2,,,,,,,,,,,,,31038,2,1,2
1,2,,2,,2,,2,,2,,2,,31040,1,1,1
1,2,,2,,2,,2,,2,,2,,31042,2,1,2
1,2,,2,,2,,2,,2,,2,,31043,2,1,2
1,2,,1,3,2,,2,,2,,2,,31045,1,1,1
1,2,,2,,2,,2,,2,,2,,31046,9,1,9
1,2,,2,,2,,2,,2,,2,,31048,2,1,2
1,2,,2,,2,,2,,2,,2,,31051,2,1,2
2,,,,,,,,,,,,,31052,3,1,3
1,2,,2,,2,,2,,2,,2,,31053,10,1,10
1,2,,2,,2,,2,,2,,2,,31054,2,1,2
1,2,,2,,2,,2,,2,,2,,31056,2,1,2
1,2,,2,,2,,2,,2,,2,,31057,1,1,1
1,2,,2,,2,,2,,2,,2,,31059,1,1,1
2,,,,,,,,,,,,,31060,2,1,2
1,2,,2,,2,,2,,2,,2,,31061,2,1,2
1,2,,2,,2,,2,,2,,2,,31062,5,1,5
2,,,,,,,,,,,,,31066,1,1,1
1,2,,2,,2,,2,,2,,2,,31068,4,1,4
1,2,,2,,2,,2,,2,,2,,31069,2,1,2
2,,,,,,,,,,,,,31071,2,1,2
1,2,,2,,2,,2,,2,,2,,31074,2,1,2
2,,,,,,,,,,,,,31076,4,1,4
2,,,,,,,,,,,,,31077,3,1,3
2,,,,,,,,,,,,,31078,2,1,2
1,2,,2,,2,,2,,2,,2,,31079,1,1,1
1,2,,1,3,2,,2,,2,,2,,31084,2,1,2
2,,,,,,,,,,,,,31085,2,1,2
2,,,,,,,,,,,,,31086,2,1,2
2,,,,,,,,,,,,,31093,2,1,2
2,,,,,,,,,,,,,31094,3,1,3
1,2,,1,3,1,3,1,3,2,,2,,31098,2,1,2
1,2,,2,,2,,2,,2,,2,,31102,2,1,2
1,2,,2,,2,,2,,2,,2,,31103,2,1,2
1,2,,2,,2,,2,,2,,2,,31106,2,1,2
2,,,,,,,,,,,,,31107,4,1,4
1,2,,2,,2,,2,,2,,2,,31108,2,1,2
1,2,,2,,2,,2,,2,,2,,31109,2,1,2
2,,,,,,,,,,,,,31111,2,1,2
1,2,,2,,2,,2,,2,,2,,31112,1,1,1
1,2,,2,,2,,2,,2,,2,,31114,2,1,2
1,2,,2,,2,,2,,2,,2,,31115,1,1,1
1,2,,2,,2,,2,,2,,2,,31119,1,1,1
1,2,,2,,2,,2,,2,,2,,31120,2,1,2
1,2,,2,,2,,2,,2,,2,,31121,3,1,3
1,2,,2,,2,,2,,2,,2,,31127,2,1,2
2,,,,,,,,,,,,,31128,3,1,3
1,2,,2,,2,,2,,2,,2,,31129,1,1,1
2,,,,,,,,,,,,,31130,2,1,2
1,2,,2,,2,,2,,2,,2,,31131,1,1,1
1,2,,2,,2,,2,,2,,2,,31133,2,1,2
1,2,,2,,2,,2,,2,,2,,31134,2,1,2
2,,,,,,,,,,,,,31137,2,1,2
2,,,,,,,,,,,,,31139,2,1,2
1,2,,2,,2,,2,,2,,2,,31141,2,1,2
2,,,,,,,,,,,,,31143,3,1,3
2,,,,,,,,,,,,,31144,3,1,3
2,,,,,,,,,,,,,31146,4,1,4
1,2,,2,,2,,2,,2,,2,,31147,3,1,3
1,2,,2,,2,,2,,2,,2,,31148,1,1,1
1,2,,2,,2,,2,,2,,2,,31149,1,1,1
1,2,,2,,2,,2,,2,,2,,31151,4,1,4
2,,,,,,,,,,,,,31157,4,1,4
1,2,,2,,2,,2,,2,,2,,31159,1,1,1
2,,,,,,,,,,,,,31162,3,1,3
1,2,,2,,2,,2,,2,,2,,31163,1,1,1
1,2,,2,,2,,2,,2,,2,,31164,1,1,1
1,2,,2,,2,,2,,2,,2,,31165,3,1,3
1,2,,2,,2,,2,,2,,2,,31166,3,1,3
1,2,,2,,2,,2,,2,,2,,31168,2,1,2
1,2,,2,,2,,2,,2,,2,,31169,5,1,5
1,2,,2,,2,,2,,2,,2,,31170,2,1,2
1,2,,2,,2,,2,,2,,2,,31172,2,1,2
1,2,,2,,2,,2,,2,,2,,31175,2,1,2
1,2,,2,,2,,2,,2,,2,,31176,2,1,2
2,,,,,,,,,,,,,31177,3,1,3
1,2,,2,,2,,1,2,2,,2,,31179,1,1,1
1,2,,2,,2,,2,,2,,2,,31183,2,1,2
1,2,,2,,2,,2,,2,,2,,31184,2,1,2
1,1,1,2,,2,,2,,2,,2,,31185,2,1,2
1,2,,2,,2,,2,,2,,2,,31186,2,1,2
1,2,,2,,2,,2,,2,,2,,31187,2,1,2
1,2,,2,,2,,2,,2,,2,,31188,2,1,2
1,2,,2,,2,,2,,2,,2,,31189,2,1,2
2,,,,,,,,,,,,,31193,1,1,1
2,,,,,,,,,,,,,31196,4,1,4
2,,,,,,,,,,,,,31197,3,1,3
1,2,,2,,2,,2,,2,,2,,31198,2,1,2
1,2,,2,,2,,2,,2,,2,,31199,2,1,2
1,2,,2,,2,,2,,2,,2,,31200,1,1,1
2,,,,,,,,,,,,,31202,2,1,2
2,,,,,,,,,,,,,31203,2,1,2
1,2,,2,,2,,2,,2,,2,,31204,2,1,2
1,2,,2,,2,,2,,2,,2,,31206,4,1,4
1,2,,2,,2,,2,,2,,2,,31207,2,1,2
1,2,,2,,2,,2,,2,,2,,31208,2,1,2
1,2,,2,,2,,2,,2,,2,,31210,2,1,2
1,2,,2,,2,,2,,2,,2,,31211,1,1,1
1,2,,2,,2,,2,,2,,2,,31213,2,1,2
2,,,,,,,,,,,,,31216,2,1,2
2,,,,,,,,,,,,,31217,2,1,2
1,2,,2,,2,,2,,2,,2,,31219,2,1,2
1,2,,2,,2,,2,,2,,2,,31220,1,1,1
1,2,,1,3,2,,2,,2,,2,,31222,1,1,1
2,,,,,,,,,,,,,31223,3,1,3
1,2,,2,,2,,2,,2,,2,,31224,2,1,2
1,2,,2,,2,,2,,2,,2,,31225,2,1,2
1,2,,2,,2,,2,,2,,2,,31226,2,1,2
1,2,,2,,2,,2,,2,,2,,31227,2,1,2
1,2,,2,,2,,2,,2,,2,,31228,1,1,1
1,2,,2,,2,,2,,2,,2,,31230,2,1,2
1,2,,2,,2,,2,,2,,2,,31231,1,1,1
1,2,,2,,2,,2,,2,,2,,31235,1,1,1
2,,,,,,,,,,,,,31236,1,1,1
1,2,,2,,2,,2,,2,,2,,31239,6,1,6
1,2,,2,,2,,2,,2,,2,,31240,1,1,1
1,2,,2,,2,,2,,2,,2,,31241,1,1,1
1,2,,2,,2,,2,,2,,2,,31242,2,1,2
1,2,,2,,2,,2,,2,,2,,31246,3,1,3
1,2,,2,,2,,2,,2,,2,,31253,1,1,1
2,,,,,,,,,,,,,31254,5,1,5
1,2,,2,,2,,2,,2,,2,,31255,1,1,1
1,2,,2,,2,,2,,2,,2,,31261,2,1,2
1,2,,2,,2,,2,,2,,2,,31263,2,1,2
1,2,,2,,2,,2,,2,,2,,31264,2,1,2
1,2,,2,,2,,2,,2,,2,,31266,1,1,1
1,2,,2,,2,,2,,2,,2,,31267,2,1,2
2,,,,,,,,,,,,,31268,3,1,3
1,2,,2,,2,,2,,2,,2,,31269,1,1,1
1,2,,2,,2,,2,,2,,2,,31272,2,1,2
2,,,,,,,,,,,,,31273,4,1,4
1,2,,2,,2,,2,,2,,2,,31275,2,1,2
1,2,,2,,2,,2,,2,,2,,31276,2,1,2
2,,,,,,,,,,,,,31279,2,1,2
1,2,,2,,2,,2,,2,,2,,31280,2,1,2
1,2,,2,,2,,2,,2,,2,,31281,1,1,1
2,,,,,,,,,,,,,31282,1,1,1
1,2,,2,,2,,2,,2,,2,,31284,2,1,2
1,2,,2,,2,,2,,2,,2,,31285,1,1,1
1,2,,2,,2,,2,,2,,2,,31290,2,1,2
1,2,,2,,2,,2,,2,,2,,31292,2,1,2
2,,,,,,,,,,,,,31293,3,1,3
1,2,,2,,2,,2,,2,,2,,31297,2,1,2
1,2,,2,,2,,2,,2,,2,,31301,1,1,1
2,,,,,,,,,,,,,31304,3,1,3
1,2,,2,,2,,2,,2,,2,,31307,1,1,1
1,2,,2,,2,,2,,2,,2,,31308,2,1,2
1,2,,2,,2,,2,,2,,2,,31309,1,1,1
1,2,,2,,2,,2,,2,,2,,31311,1,1,1
2,,,,,,,,,,,,,31312,3,1,3
2,,,,,,,,,,,,,31314,2,1,2
1,2,,2,,2,,2,,2,,2,,31315,1,1,1
2,,,,,,,,,,,,,31317,1,1,1
2,,,,,,,,,,,,,31318,3,1,3
1,2,,2,,2,,2,,2,,2,,31322,3,1,3
1,2,,2,,2,,2,,2,,2,,31323,1,1,1
1,2,,2,,2,,2,,2,,2,,31324,2,1,2
1,2,,2,,2,,2,,2,,2,,31325,2,1,2
1,2,,2,,2,,2,,2,,2,,31327,2,1,2
1,2,,2,,2,,2,,2,,2,,31329,2,1,2
2,,,,,,,,,,,,,31330,2,1,2
1,2,,2,,2,,2,,2,,2,,31331,2,1,2
1,2,,2,,2,,2,,2,,2,,31332,2,1,2
2,,,,,,,,,,,,,31335,1,1,1
1,2,,2,,2,,2,,2,,2,,31336,2,1,2
1,2,,2,,2,,2,,2,,2,,31338,1,1,1
2,,,,,,,,,,,,,31340,3,1,3
1,2,,2,,2,,2,,2,,2,,31341,4,1,4
2,,,,,,,,,,,,,31342,1,1,1
2,,,,,,,,,,,,,31343,3,1,3
1,2,,2,,2,,2,,2,,2,,31344,1,1,1
2,,,,,,,,,,,,,31345,1,1,1
2,,,,,,,,,,,,,31347,1,1,1
1,2,,2,,2,,2,,2,,2,,31349,2,1,2
2,,,,,,,,,,,,,31351,6,1,6
1,2,,2,,2,,2,,2,,2,,31352,2,1,2
1,2,,2,,2,,2,,2,,2,,31353,2,1,2
1,2,,2,,2,,2,,2,,2,,31354,2,1,2
1,2,,2,,2,,2,,2,,2,,31357,3,1,3
1,2,,2,,2,,2,,2,,2,,31358,2,1,2
1,2,,2,,2,,2,,2,,2,,31359,2,1,2
2,,,,,,,,,,,,,31360,3,1,3
2,,,,,,,,,,,,,31361,3,1,3
1,2,,2,,2,,2,,2,,2,,31362,2,1,2
1,2,,2,,2,,2,,2,,2,,31365,2,1,2
2,,,,,,,,,,,,,31366,9,1,9
1,2,,2,,2,,2,,2,,2,,31367,2,1,2
1,2,,2,,2,,2,,2,,2,,31369,1,1,1
1,2,,2,,2,,2,,2,,2,,31371,1,1,1
1,2,,2,,2,,2,,2,,2,,31373,1,1,1
1,2,,2,,2,,2,,2,,2,,31380,4,1,4
1,2,,2,,2,,2,,2,,2,,31383,1,1,1
1,2,,2,,2,,2,,2,,2,,31384,2,1,2
2,,,,,,,,,,,,,31386,2,1,2
1,2,,2,,2,,2,,2,,2,,31388,2,1,2
1,2,,2,,2,,2,,2,,2,,31394,2,1,2
1,2,,2,,2,,2,,2,,2,,31395,1,1,1
1,2,,2,,2,,2,,2,,2,,31396,2,1,2
1,2,,2,,2,,2,,2,,2,,31399,1,1,1
2,,,,,,,,,,,,,31401,4,1,4
1,2,,2,,2,,2,,2,,2,,31403,1,1,1
1,2,,2,,2,,2,,2,,2,,31406,1,1,1
1,2,,2,,2,,2,,2,,2,,31410,2,1,2
2,,,,,,,,,,,,,31411,4,1,4
2,,,,,,,,,,,,,31412,1,1,1
1,2,,2,,2,,2,,2,,2,,31413,2,1,2
1,2,,2,,2,,2,,2,,2,,31416,3,1,3
1,2,,2,,2,,2,,2,,2,,31419,1,1,1
1,2,,2,,2,,2,,2,,2,,31420,2,1,2
1,2,,2,,2,,2,,2,,2,,31426,3,1,3
1,2,,2,,2,,2,,2,,2,,31432,2,1,2
1,1,1,2,,2,,2,,2,,2,,31433,2,1,2
1,2,,2,,2,,2,,2,,2,,31434,2,1,2
1,2,,2,,2,,2,,2,,2,,31436,2,1,2
1,2,,2,,2,,2,,2,,2,,31437,1,1,1
2,,,,,,,,,,,,,31439,3,1,3
1,2,,2,,2,,2,,2,,2,,31440,2,1,2
2,,,,,,,,,,,,,31441,4,1,4
2,,,,,,,,,,,,,31444,3,1,3
1,2,,2,,2,,2,,2,,2,,31445,1,1,1
2,,,,,,,,,,,,,31448,4,1,4
1,2,,2,,2,,2,,2,,2,,31449,2,1,2
1,2,,2,,2,,2,,2,,2,,31451,1,1,1
1,2,,2,,2,,2,,2,,2,,31454,2,1,2
1,2,,2,,2,,2,,2,,2,,31456,1,1,1
1,2,,2,,2,,2,,2,,2,,31458,3,1,3
1,2,,2,,2,,2,,2,,2,,31462,1,1,1
1,2,,2,,2,,2,,2,,2,,31463,3,1,3
1,2,,2,,2,,2,,2,,2,,31464,2,1,2
1,2,,2,,2,,2,,2,,2,,31465,2,1,2
1,2,,2,,2,,2,,2,,2,,31469,2,1,2
2,,,,,,,,,,,,,31470,2,1,2
1,1,1,2,,2,,2,,2,,2,,31472,1,1,1
1,2,,2,,2,,2,,2,,2,,31477,1,1,1
1,2,,2,,2,,2,,2,,2,,31480,1,1,1
1,2,,2,,2,,2,,2,,2,,31483,2,1,2
1,2,,2,,2,,2,,2,,2,,31484,2,1,2
2,,,,,,,,,,,,,31485,1,1,1
1,2,,1,3,2,,2,,2,,2,,31486,2,1,2
1,2,,2,,2,,2,,2,,2,,31487,3,1,3
1,2,,1,2,2,,2,,2,,2,,31489,1,1,1
1,2,,2,,2,,2,,2,,2,,31491,2,1,2
1,2,,2,,2,,2,,2,,2,,31492,2,1,2
1,2,,2,,2,,2,,2,,2,,31493,2,1,2
1,2,,2,,2,,2,,2,,2,,31494,2,1,2
2,,,,,,,,,,,,,31496,1,1,1
1,2,,2,,2,,2,,2,,2,,31497,1,1,1
2,,,,,,,,,,,,,31501,4,1,4
2,,,,,,,,,,,,,31506,4,1,4
2,,,,,,,,,,,,,31507,1,1,1
1,2,,2,,2,,2,,2,,2,,31508,1,1,1
1,2,,2,,2,,2,,2,,2,,31513,2,1,2
1,2,,2,,2,,2,,2,,2,,31515,2,1,2
2,,,,,,,,,,,,,31518,7,1,7
2,,,,,,,,,,,,,31520,3,1,3
2,,,,,,,,,,,,,31521,2,1,2
1,2,,2,,2,,2,,2,,2,,31526,2,1,2
1,2,,2,,2,,2,,2,,2,,31527,2,1,2
2,,,,,,,,,,,,,31529,3,1,3
1,2,,1,3,2,,2,,2,,2,,31531,1,1,1
1,2,,2,,2,,2,,2,,2,,31532,2,1,2
2,,,,,,,,,,,,,31534,2,1,2
2,,,,,,,,,,,,,31537,1,1,1
2,,,,,,,,,,,,,31540,2,1,2
1,2,,2,,2,,2,,2,,2,,31541,2,1,2
2,,,,,,,,,,,,,31542,2,1,2
2,,,,,,,,,,,,,31543,1,1,1
1,2,,2,,2,,2,,2,,2,,31546,1,1,1
1,2,,2,,2,,2,,2,,2,,31547,2,1,2
1,1,1,2,,2,,2,,2,,2,,31552,2,1,2
1,2,,1,3,2,,2,,2,,2,,31555,2,1,2
1,2,,2,,2,,2,,2,,2,,31556,2,1,2
2,,,,,,,,,,,,,31560,2,1,2
1,2,,2,,2,,2,,2,,2,,31561,2,1,2
1,2,,2,,2,,2,,2,,2,,31562,2,1,2
1,2,,2,,2,,2,,2,,2,,31563,1,1,1
1,2,,2,,2,,2,,2,,2,,31571,2,1,2
