E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,18,3,1,1,30,1,1,1,2,,,33766,1,1,1
1,18,3,2,,,,,,2,,,33767,2,1,2
1,15,3,1,1,30,1,1,10,2,,,33768,2,1,2
2,,,,,,,,,2,,,33769,3,1,3
1,16,3,2,,,,,,2,,,33770,2,1,2
2,,,,,,,,,2,,,33772,2,1,2
2,,,,,,,,,2,,,33773,9,1,9
2,,,,,,,,,2,,,33774,2,1,2
2,,,,,,,,,2,,,33775,3,1,3
2,,,,,,,,,2,,,33776,1,1,1
1,12,3,1,1,10,1,3,,2,,,33777,4,1,4
2,,,,,,,,,2,,,33779,1,1,1
1,27,3,1,1,30,1,1,10,2,,,33780,2,1,2
2,,,,,,,,,2,,,33781,2,1,2
1,19,3,1,2,,,,,2,,,33782,7,1,7
2,,,,,,,,,2,,,33783,1,1,1
1,17,3,2,,,,,,2,,,33784,3,1,3
2,,,,,,,,,2,,,33785,1,1,1
1,14,3,2,,,,,,2,,,33786,1,1,1
2,,,,,,,,,2,,,33787,2,1,2
2,,,,,,,,,2,,,33788,3,1,3
1,13,3,2,,,,,,2,,,33789,2,1,2
2,,,,,,,,,2,,,33790,1,1,1
2,,,,,,,,,2,,,33791,3,1,3
1,14,3,1,1,30,1,1,5,2,,,33792,1,1,1
2,,,,,,,,,2,,,33793,2,1,2
2,,,,,,,,,2,,,33795,2,1,2
1,10,3,1,1,1,2,,,2,,,33796,1,1,1
2,,,,,,,,,2,,,33797,6,1,6
2,,,,,,,,,2,,,33798,2,1,2
2,,,,,,,,,2,,,33799,2,1,2
2,,,,,,,,,2,,,33800,1,1,1
2,,,,,,,,,2,,,33801,2,1,2
2,,,,,,,,,2,,,33802,2,1,2
1,15,3,1,1,5,1,3,,1,36,1,33803,1,1,1
2,,,,,,,,,2,,,33804,1,1,1
2,,,,,,,,,2,,,33806,2,1,2
2,,,,,,,,,2,,,33807,2,1,2
2,,,,,,,,,2,,,33808,3,1,3
2,,,,,,,,,2,,,33809,1,1,1
1,14,3,1,1,5,1,2,,2,,,33810,3,1,3
2,,,,,,,,,2,,,33811,1,1,1
2,,,,,,,,,2,,,33812,2,1,2
2,,,,,,,,,2,,,33813,4,1,4
1,24,3,1,1,4,1,2,,2,,,33815,2,1,2
2,,,,,,,,,2,,,33816,3,1,3
2,,,,,,,,,2,,,33817,3,1,3
2,,,,,,,,,2,,,33818,2,1,2
2,,,,,,,,,2,,,33819,1,1,1
2,,,,,,,,,2,,,33820,2,1,2
2,,,,,,,,,2,,,33821,2,1,2
2,,,,,,,,,2,,,33822,4,1,4
2,,,,,,,,,2,,,33823,2,1,2
2,,,,,,,,,2,,,33824,1,1,1
2,,,,,,,,,2,,,33825,1,1,1
2,,,,,,,,,2,,,33827,1,1,1
2,,,,,,,,,2,,,33828,2,1,2
1,20,3,2,,,,,,2,,,33829,1,1,1
2,,,,,,,,,2,,,33830,4,1,4
2,,,,,,,,,2,,,33831,2,1,2
1,18,3,1,1,2,1,1,2,2,,,33832,2,1,2
2,,,,,,,,,2,,,33833,1,1,1
2,,,,,,,,,2,,,33834,1,1,1
2,,,,,,,,,2,,,33835,2,1,2
1,12,3,1,1,15,1,2,,2,,,33836,1,1,1
2,,,,,,,,,2,,,33837,2,1,2
1,22,3,1,1,5,1,1,6,2,,,33838,3,1,3
1,16,3,2,,,,,,2,,,33839,1,1,1
1,16,3,2,,,,,,2,,,33840,3,1,3
1,16,3,2,,,,,,2,,,33841,2,1,2
1,15,3,2,,,,,,2,,,33842,1,1,1
1,32,3,2,,,,,,2,,,33843,5,1,5
1,18,3,1,2,,,,,2,,,33844,3,1,3
2,,,,,,,,,2,,,33845,3,1,3
2,,,,,,,,,2,,,33846,1,1,1
2,,,,,,,,,2,,,33847,2,1,2
2,,,,,,,,,2,,,33848,3,1,3
1,15,3,2,,,,,,2,,,33849,2,1,2
1,35,3,2,,,,,,2,,,33850,1,1,1
1,17,3,2,,,,,,2,,,33851,4,1,4
2,,,,,,,,,2,,,33852,1,1,1
1,16,3,1,1,2,2,,,1,17,2,33853,1,1,1
2,,,,,,,,,2,,,33855,1,1,1
2,,,,,,,,,2,,,33856,1,1,1
2,,,,,,,,,2,,,33857,1,1,1
1,20,3,1,1,30,1,1,8,2,,,33858,1,1,1
2,,,,,,,,,2,,,33859,2,1,2
2,,,,,,,,,2,,,33860,1,1,1
1,16,3,2,,,,,,2,,,33861,2,1,2
2,,,,,,,,,2,,,33862,2,1,2
2,,,,,,,,,2,,,33863,1,1,1
2,,,,,,,,,2,,,33864,4,1,4
2,,,,,,,,,2,,,33865,2,1,2
1,16,3,2,,,,,,2,,,33866,1,1,1
2,,,,,,,,,2,,,33867,2,1,2
2,,,,,,,,,2,,,33868,1,1,1
2,,,,,,,,,2,,,33869,2,1,2
1,18,3,2,,,,,,2,,,33870,6,1,6
1,24,3,1,1,10,2,,,2,,,33872,3,1,3
2,,,,,,,,,2,,,33873,2,1,2
2,,,,,,,,,2,,,33876,2,1,2
2,,,,,,,,,2,,,33877,1,1,1
2,,,,,,,,,2,,,33878,1,1,1
2,,,,,,,,,2,,,33879,3,1,3
2,,,,,,,,,2,,,33880,1,1,1
2,,,,,,,,,2,,,33882,1,1,1
2,,,,,,,,,2,,,33883,1,1,1
1,16,3,2,,,,,,2,,,33884,1,1,1
2,,,,,,,,,2,,,33886,2,1,2
2,,,,,,,,,2,,,33887,3,1,3
2,,,,,,,,,2,,,33888,1,1,1
1,25,3,1,1,30,1,1,3,2,,,33889,1,1,1
1,20,3,1,1,30,1,1,3,2,,,33891,1,1,1
1,18,3,2,,,,,,2,,,33892,1,1,1
1,14,3,2,,,,,,2,,,33893,1,1,1
2,,,,,,,,,2,,,33894,4,1,4
1,16,3,1,1,7,2,,,2,,,33895,2,1,2
2,,,,,,,,,2,,,33897,2,1,2
2,,,,,,,,,2,,,33898,2,1,2
2,,,,,,,,,2,,,33899,5,1,5
2,,,,,,,,,2,,,33900,1,1,1
1,20,3,2,,,,,,2,,,33902,1,1,1
2,,,,,,,,,2,,,33903,2,1,2
2,,,,,,,,,2,,,33904,1,1,1
2,,,,,,,,,2,,,33907,2,1,2
1,15,3,1,1,30,1,1,5,2,,,33908,2,1,2
2,,,,,,,,,2,,,33909,1,1,1
2,,,,,,,,,2,,,33911,2,1,2
1,25,3,1,1,30,1,1,3,2,,,33913,1,1,1
2,,,,,,,,,2,,,33916,1,1,1
1,13,3,1,1,30,1,1,10,2,,,33917,1,1,1
2,,,,,,,,,2,,,33919,2,1,2
2,,,,,,,,,2,,,33920,2,1,2
2,,,,,,,,,2,,,33922,1,1,1
2,,,,,,,,,2,,,33923,2,1,2
2,,,,,,,,,2,,,33925,2,1,2
2,,,,,,,,,2,,,33926,2,1,2
1,18,3,2,,,,,,2,,,33927,1,1,1
2,,,,,,,,,2,,,33934,4,1,4
2,,,,,,,,,2,,,33935,1,1,1
2,,,,,,,,,2,,,33936,1,1,1
1,10,3,2,,,,,,2,,,33937,1,1,1
2,,,,,,,,,2,,,33939,2,1,2
2,,,,,,,,,2,,,33940,1,1,1
1,20,3,2,,,,,,2,,,33941,2,1,2
2,,,,,,,,,2,,,33944,2,1,2
1,18,3,2,,,,,,2,,,33946,2,1,2
2,,,,,,,,,2,,,33949,1,1,1
2,,,,,,,,,2,,,33950,3,1,3
2,,,,,,,,,2,,,33952,2,1,2
2,,,,,,,,,2,,,33953,2,1,2
2,,,,,,,,,2,,,33954,5,1,5
2,,,,,,,,,2,,,33955,4,1,4
2,,,,,,,,,2,,,33956,1,1,1
1,15,3,2,,,,,,2,,,33957,1,1,1
2,,,,,,,,,2,,,33958,5,1,5
1,20,3,2,,,,,,2,,,33959,2,1,2
2,,,,,,,,,2,,,33962,3,1,3
2,,,,,,,,,2,,,33963,1,1,1
2,,,,,,,,,2,,,33965,3,1,3
2,,,,,,,,,2,,,33967,1,1,1
1,21,3,1,2,,,,,2,,,33969,1,1,1
1,18,3,2,,,,,,2,,,33970,1,1,1
2,,,,,,,,,2,,,33972,1,1,1
2,,,,,,,,,2,,,33973,2,1,2
1,15,3,1,1,30,1,1,2,2,,,33974,1,1,1
2,,,,,,,,,2,,,33975,2,1,2
1,14,3,1,1,20,1,1,10,2,,,33976,1,1,1
2,,,,,,,,,2,,,33977,1,1,1
2,,,,,,,,,2,,,33979,2,1,2
2,,,,,,,,,2,,,33980,1,1,1
2,,,,,,,,,2,,,33982,1,1,1
2,,,,,,,,,2,,,33983,2,1,2
1,16,3,2,,,,,,2,,,33984,1,1,1
2,,,,,,,,,2,,,33985,3,1,3
1,20,3,2,,,,,,2,,,33986,2,1,2
2,,,,,,,,,1,17,2,33988,4,1,4
1,14,3,1,1,30,1,1,30,2,,,33989,2,1,2
2,,,,,,,,,2,,,33990,2,1,2
2,,,,,,,,,2,,,33991,2,1,2
2,,,,,,,,,2,,,33992,2,1,2
2,,,,,,,,,2,,,33993,3,1,3
1,12,3,1,1,30,1,1,10,2,,,33995,1,1,1
2,,,,,,,,,2,,,33997,1,1,1
1,16,3,1,2,,,,,2,,,34000,3,1,3
2,,,,,,,,,2,,,34001,1,1,1
2,,,,,,,,,2,,,34002,1,1,1
2,,,,,,,,,2,,,34003,1,1,1
1,13,3,2,,,,,,2,,,34004,2,1,2
2,,,,,,,,,2,,,34005,2,1,2
2,,,,,,,,,2,,,34007,2,1,2
1,9,3,2,,,,,,2,,,34008,1,1,1
1,19,3,2,,,,,,2,,,34009,1,1,1
2,,,,,,,,,2,,,34011,1,1,1
1,15,3,1,1,30,1,1,1,2,,,34012,1,1,1
2,,,,,,,,,2,,,34013,4,1,4
2,,,,,,,,,2,,,34015,1,1,1
1,24,3,2,,,,,,2,,,34017,1,1,1
1,22,3,2,,,,,,2,,,34018,1,1,1
2,,,,,,,,,2,,,34020,1,1,1
2,,,,,,,,,2,,,34021,2,1,2
1,20,3,1,1,30,1,1,5,1,49,1,34022,1,1,1
2,,,,,,,,,2,,,34023,2,1,2
1,18,3,1,1,30,1,1,5,2,,,34025,4,1,4
2,,,,,,,,,2,,,34026,2,1,2
2,,,,,,,,,2,,,34028,2,1,2
2,,,,,,,,,2,,,34029,1,1,1
1,22,3,2,,,,,,2,,,34030,1,1,1
2,,,,,,,,,2,,,34032,2,1,2
2,,,,,,,,,2,,,34034,2,1,2
2,,,,,,,,,2,,,34035,1,1,1
2,,,,,,,,,2,,,34036,5,1,5
1,18,3,1,1,30,1,1,5,2,,,34037,1,1,1
2,,,,,,,,,2,,,34039,1,1,1
1,19,3,1,1,30,1,1,3,2,,,34040,1,1,1
2,,,,,,,,,2,,,34041,1,1,1
1,13,3,2,,,,,,2,,,34042,2,1,2
2,,,,,,,,,2,,,34043,3,1,3
1,18,3,1,1,8,1,2,,2,,,34044,1,1,1
2,,,,,,,,,2,,,34045,1,1,1
1,26,3,2,,,,,,2,,,34046,1,1,1
1,16,3,2,,,,,,2,,,34047,2,1,2
2,,,,,,,,,1,20,2,34050,2,1,2
2,,,,,,,,,2,,,34051,1,1,1
2,,,,,,,,,2,,,34053,1,1,1
1,25,3,2,,,,,,2,,,34054,2,1,2
2,,,,,,,,,2,,,34056,1,1,1
2,,,,,,,,,2,,,34057,4,1,4
2,,,,,,,,,2,,,34058,2,1,2
1,18,3,2,,,,,,2,,,34059,1,1,1
2,,,,,,,,,2,,,34060,1,1,1
2,,,,,,,,,2,,,34061,1,1,1
1,20,3,2,,,,,,2,,,34062,1,1,1
1,16,3,1,1,20,1,2,,2,,,34063,3,1,3
1,17,3,1,2,,,,,1,20,2,34064,1,1,1
2,,,,,,,,,2,,,34067,4,1,4
1,18,3,2,,,,,,2,,,34068,1,1,1
2,,,,,,,,,2,,,34070,2,1,2
2,,,,,,,,,2,,,34071,1,1,1
2,,,,,,,,,2,,,34072,1,1,1
2,,,,,,,,,2,,,34073,2,1,2
1,20,3,2,,,,,,1,20,2,34074,6,1,6
2,,,,,,,,,2,,,34075,2,1,2
2,,,,,,,,,2,,,34076,1,1,1
2,,,,,,,,,2,,,34077,4,1,4
2,,,,,,,,,2,,,34080,1,1,1
2,,,,,,,,,2,,,34081,2,1,2
2,,,,,,,,,2,,,34083,3,1,3
2,,,,,,,,,2,,,34084,2,1,2
2,,,,,,,,,2,,,34085,1,1,1
2,,,,,,,,,2,,,34086,2,1,2
2,,,,,,,,,2,,,34087,3,1,3
2,,,,,,,,,2,,,34088,1,1,1
2,,,,,,,,,2,,,34089,1,1,1
1,20,3,1,1,30,1,1,10,2,,,34090,1,1,1
2,,,,,,,,,2,,,34091,2,1,2
2,,,,,,,,,2,,,34092,3,1,3
2,,,,,,,,,2,,,34093,2,1,2
2,,,,,,,,,2,,,34095,1,1,1
1,18,3,2,,,,,,2,,,34096,1,1,1
2,,,,,,,,,2,,,34097,3,1,3
1,23,3,2,,,,,,2,,,34098,1,1,1
2,,,,,,,,,2,,,34100,1,1,1
2,,,,,,,,,2,,,34101,4,1,4
1,18,3,2,,,,,,2,,,34102,1,1,1
1,18,3,2,,,,,,2,,,34103,2,1,2
2,,,,,,,,,2,,,34104,4,1,4
1,13,3,1,1,30,1,1,2,2,,,34105,1,1,1
2,,,,,,,,,2,,,34106,1,1,1
1,15,3,2,,,,,,2,,,34107,4,1,4
2,,,,,,,,,2,,,34108,2,1,2
2,,,,,,,,,2,,,34110,1,1,1
1,19,3,1,1,4,1,3,,2,,,34111,1,1,1
2,,,,,,,,,2,,,34112,1,1,1
2,,,,,,,,,2,,,34113,3,1,3
1,21,3,2,,,,,,2,,,34114,3,1,3
1,16,3,1,1,5,2,,,2,,,34116,2,1,2
1,7,3,2,,,,,,2,,,34117,2,1,2
1,15,3,1,1,30,1,1,15,2,,,34118,2,1,2
2,,,,,,,,,2,,,34119,1,1,1
2,,,,,,,,,2,,,34120,1,1,1
2,,,,,,,,,2,,,34121,2,1,2
2,,,,,,,,,2,,,34122,5,1,5
1,16,3,2,,,,,,2,,,34123,2,1,2
2,,,,,,,,,2,,,34125,1,1,1
2,,,,,,,,,2,,,34126,1,1,1
2,,,,,,,,,2,,,34128,3,1,3
2,,,,,,,,,2,,,34129,2,1,2
2,,,,,,,,,2,,,34130,2,1,2
1,17,3,2,,,,,,2,,,34131,1,1,1
1,17,3,2,,,,,,2,,,34132,2,1,2
2,,,,,,,,,2,,,34133,2,1,2
2,,,,,,,,,2,,,34134,1,1,1
2,,,,,,,,,2,,,34137,1,1,1
2,,,,,,,,,2,,,34138,1,1,1
2,,,,,,,,,2,,,34139,2,1,2
2,,,,,,,,,2,,,34140,1,1,1
2,,,,,,,,,2,,,34142,2,1,2
2,,,,,,,,,2,,,34143,3,1,3
2,,,,,,,,,2,,,34144,2,1,2
1,15,3,1,1,3,1,3,,1,22,1,34145,4,1,4
1,20,3,1,1,30,1,1,1,2,,,34146,3,1,3
2,,,,,,,,,2,,,34147,2,1,2
2,,,,,,,,,2,,,34148,1,1,1
1,17,3,2,,,,,,2,,,34149,2,1,2
2,,,,,,,,,2,,,34150,2,1,2
1,22,3,2,,,,,,2,,,34152,1,1,1
2,,,,,,,,,2,,,34154,2,1,2
1,16,3,1,1,30,1,1,20,2,,,34155,2,1,2
2,,,,,,,,,2,,,34157,1,1,1
1,14,3,2,,,,,,2,,,34158,1,1,1
2,,,,,,,,,2,,,34159,1,1,1
2,,,,,,,,,2,,,34160,3,1,3
2,,,,,,,,,2,,,34161,1,1,1
1,22,3,2,,,,,,2,,,34163,1,1,1
2,,,,,,,,,2,,,34164,1,1,1
1,21,3,2,,,,,,2,,,34166,2,1,2
2,,,,,,,,,2,,,34167,2,1,2
1,22,3,2,,,,,,2,,,34169,2,1,2
2,,,,,,,,,2,,,34170,1,1,1
2,,,,,,,,,2,,,34171,2,1,2
2,,,,,,,,,2,,,34172,2,1,2
1,20,3,2,,,,,,2,,,34173,2,1,2
2,,,,,,,,,2,,,34174,2,1,2
2,,,,,,,,,2,,,34175,2,1,2
1,14,3,1,1,30,1,1,1,2,,,34176,7,1,7
2,,,,,,,,,2,,,34178,4,1,4
2,,,,,,,,,2,,,34179,2,1,2
1,18,3,2,,,,,,2,,,34180,1,1,1
2,,,,,,,,,2,,,34181,2,1,2
2,,,,,,,,,2,,,34182,1,1,1
1,15,3,2,,,,,,2,,,34183,1,1,1
1,16,3,1,1,30,1,2,,2,,,34184,1,1,1
2,,,,,,,,,2,,,34185,1,1,1
1,10,3,2,,,,,,2,,,34186,1,1,1
1,15,3,2,,,,,,2,,,34187,1,1,1
2,,,,,,,,,2,,,34188,2,1,2
1,20,3,1,2,,,,,2,,,34189,2,1,2
1,18,3,2,,,,,,2,,,34190,2,1,2
1,16,3,2,,,,,,2,,,34191,2,1,2
2,,,,,,,,,2,,,34192,2,1,2
2,,,,,,,,,2,,,34193,2,1,2
1,22,3,2,,,,,,2,,,34194,1,1,1
1,14,3,2,,,,,,2,,,34195,2,1,2
2,,,,,,,,,2,,,34196,3,1,3
2,,,,,,,,,2,,,34197,5,1,5
2,,,,,,,,,2,,,34198,2,1,2
1,42,3,2,,,,,,2,,,34199,1,1,1
1,12,3,2,,,,,,2,,,34200,2,1,2
1,13,3,2,,,,,,2,,,34201,1,1,1
1,16,3,1,1,30,1,1,3,2,,,34202,1,1,1
1,14,3,1,1,30,1,1,2,2,,,34204,2,1,2
2,,,,,,,,,2,,,34205,2,1,2
2,,,,,,,,,2,,,34206,3,1,3
1,14,3,2,,,,,,1,15,2,34207,3,1,3
1,17,3,2,,,,,,2,,,34209,1,1,1
2,,,,,,,,,2,,,34210,2,1,2
1,20,3,1,1,30,1,1,4,2,,,34211,1,1,1
1,14,3,2,,,,,,2,,,34212,1,1,1
1,28,3,1,1,20,1,1,2,2,,,34213,1,1,1
1,16,3,2,,,,,,2,,,34214,2,1,2
2,,,,,,,,,2,,,34215,1,1,1
1,23,3,1,1,4,1,2,,2,,,34216,2,1,2
1,23,3,2,,,,,,2,,,34218,1,1,1
2,,,,,,,,,2,,,34219,2,1,2
1,17,3,1,2,,,,,2,,,34220,2,1,2
2,,,,,,,,,2,,,34221,3,1,3
1,17,3,2,,,,,,2,,,34222,2,1,2
2,,,,,,,,,2,,,34223,6,1,6
2,,,,,,,,,2,,,34224,1,1,1
2,,,,,,,,,2,,,34225,2,1,2
2,,,,,,,,,2,,,34226,1,1,1
1,17,3,2,,,,,,2,,,34227,1,1,1
1,20,3,2,,,,,,2,,,34228,1,1,1
2,,,,,,,,,2,,,34229,2,1,2
1,17,3,2,,,,,,2,,,34230,2,1,2
2,,,,,,,,,2,,,34231,1,1,1
1,20,3,2,,,,,,2,,,34232,1,1,1
2,,,,,,,,,2,,,34233,2,1,2
2,,,,,,,,,2,,,34234,1,1,1
1,17,3,2,,,,,,2,,,34235,2,1,2
2,,,,,,,,,2,,,34236,2,1,2
2,,,,,,,,,2,,,34237,2,1,2
2,,,,,,,,,2,,,34238,3,1,3
2,,,,,,,,,2,,,34239,1,1,1
2,,,,,,,,,2,,,34240,1,1,1
2,,,,,,,,,2,,,34241,1,1,1
2,,,,,,,,,2,,,34242,2,1,2
1,15,3,2,,,,,,2,,,34243,2,1,2
2,,,,,,,,,2,,,34244,1,1,1
2,,,,,,,,,2,,,34245,1,1,1
2,,,,,,,,,2,,,34246,2,1,2
2,,,,,,,,,2,,,34247,4,1,4
2,,,,,,,,,2,,,34248,2,1,2
2,,,,,,,,,2,,,34249,4,1,4
1,18,3,2,,,,,,2,,,34250,1,1,1
1,20,3,2,,,,,,2,,,34251,1,1,1
2,,,,,,,,,2,,,34252,2,1,2
1,15,3,2,,,,,,2,,,34253,2,1,2
1,16,3,2,,,,,,2,,,34254,3,1,3
1,12,3,1,1,20,1,2,,2,,,34255,1,1,1
2,,,,,,,,,2,,,34256,3,1,3
2,,,,,,,,,2,,,34257,1,1,1
1,16,3,1,1,99,1,3,,2,,,34258,2,1,2
1,15,3,2,,,,,,2,,,34259,2,1,2
2,,,,,,,,,2,,,34260,3,1,3
2,,,,,,,,,2,,,34261,1,1,1
2,,,,,,,,,2,,,34262,1,1,1
2,,,,,,,,,2,,,34263,1,1,1
1,16,3,2,,,,,,2,,,34264,1,1,1
1,14,3,1,2,,,,,2,,,34265,4,1,4
2,,,,,,,,,2,,,34266,2,1,2
2,,,,,,,,,2,,,34267,2,1,2
1,18,3,2,,,,,,2,,,34268,1,1,1
1,18,3,2,,,,,,2,,,34269,3,1,3
1,13,3,2,,,,,,2,,,34270,1,1,1
2,,,,,,,,,2,,,34271,1,1,1
2,,,,,,,,,2,,,34272,1,1,1
2,,,,,,,,,2,,,34273,1,1,1
2,,,,,,,,,2,,,34274,1,1,1
2,,,,,,,,,2,,,34275,4,1,4
2,,,,,,,,,2,,,34276,2,1,2
1,18,3,2,,,,,,2,,,34277,1,1,1
2,,,,,,,,,2,,,34278,1,1,1
2,,,,,,,,,2,,,34279,2,1,2
2,,,,,,,,,2,,,34280,2,1,2
1,15,3,1,1,2,1,3,,2,,,34281,1,1,1
1,15,3,2,,,,,,2,,,34282,4,1,4
2,,,,,,,,,2,,,34283,1,1,1
1,20,3,1,1,30,1,1,2,2,,,34284,6,1,6
1,15,2,2,,,,,,1,15,2,34285,3,1,3
2,,,,,,,,,2,,,34286,1,1,1
1,14,3,1,1,15,1,2,,2,,,34287,1,1,1
1,18,3,1,1,30,1,1,10,2,,,34288,4,1,4
2,,,,,,,,,2,,,34289,1,1,1
2,,,,,,,,,2,,,34290,2,1,2
1,14,3,2,,,,,,2,,,34291,1,1,1
2,,,,,,,,,2,,,34292,1,1,1
2,,,,,,,,,2,,,34293,1,1,1
1,16,3,2,,,,,,2,,,34294,1,1,1
2,,,,,,,,,2,,,34295,1,1,1
1,18,3,2,,,,,,2,,,34296,1,1,1
2,,,,,,,,,2,,,34297,3,1,3
2,,,,,,,,,2,,,34298,1,1,1
2,,,,,,,,,2,,,34299,2,1,2
2,,,,,,,,,2,,,34300,1,1,1
2,,,,,,,,,2,,,34301,2,1,2
1,13,3,1,1,10,1,2,,2,,,34302,3,1,3
2,,,,,,,,,2,,,34303,2,1,2
1,18,3,2,,,,,,2,,,34304,1,1,1
2,,,,,,,,,2,,,34305,2,1,2
2,,,,,,,,,2,,,34306,3,1,3
2,,,,,,,,,2,,,34307,2,1,2
1,12,3,2,,,,,,2,,,34308,1,1,1
2,,,,,,,,,2,,,34309,3,1,3
1,19,3,1,1,30,1,1,20,2,,,34310,2,1,2
2,,,,,,,,,2,,,34311,4,1,4
2,,,,,,,,,2,,,34312,2,1,2
1,20,3,1,1,1,2,,,2,,,34313,1,1,1
2,,,,,,,,,2,,,34314,3,1,3
2,,,,,,,,,2,,,34315,2,1,2
1,18,3,2,,,,,,2,,,34316,1,1,1
1,15,3,2,,,,,,2,,,34317,1,1,1
2,,,,,,,,,2,,,34318,1,1,1
2,,,,,,,,,2,,,34319,1,1,1
2,,,,,,,,,2,,,34320,2,1,2
2,,,,,,,,,2,,,34321,1,1,1
2,,,,,,,,,2,,,34322,1,1,1
2,,,,,,,,,2,,,34323,3,1,3
2,,,,,,,,,2,,,34324,2,1,2
2,,,,,,,,,2,,,34325,1,1,1
1,15,3,2,,,,,,2,,,34326,1,1,1
1,17,3,1,2,,,,,2,,,34327,1,1,1
2,,,,,,,,,2,,,34328,2,1,2
2,,,,,,,,,2,,,34331,2,1,2
2,,,,,,,,,2,,,34333,1,1,1
2,,,,,,,,,2,,,34334,2,1,2
2,,,,,,,,,2,,,34336,1,1,1
2,,,,,,,,,2,,,34337,1,1,1
1,17,3,1,1,30,1,1,6,2,,,34338,3,1,3
1,20,3,2,,,,,,2,,,34339,1,1,1
2,,,,,,,,,2,,,34340,1,1,1
2,,,,,,,,,2,,,34341,2,1,2
2,,,,,,,,,2,,,34342,2,1,2
1,17,3,2,,,,,,2,,,34343,1,1,1
2,,,,,,,,,2,,,34344,3,1,3
2,,,,,,,,,2,,,34345,1,1,1
2,,,,,,,,,2,,,34346,2,1,2
2,,,,,,,,,2,,,34347,1,1,1
2,,,,,,,,,2,,,34348,1,1,1
2,,,,,,,,,2,,,34349,2,1,2
2,,,,,,,,,2,,,34351,4,1,4
2,,,,,,,,,2,,,34352,2,1,2
1,19,3,1,1,2,2,,,2,,,34353,1,1,1
1,23,3,2,,,,,,2,,,34354,2,1,2
2,,,,,,,,,2,,,34355,2,1,2
2,,,,,,,,,2,,,34356,2,1,2
1,15,3,2,,,,,,2,,,34357,1,1,1
1,35,3,2,,,,,,2,,,34358,1,1,1
1,20,3,2,,,,,,2,,,34359,2,1,2
2,,,,,,,,,2,,,34360,6,1,6
2,,,,,,,,,2,,,34361,4,1,4
1,35,3,2,,,,,,2,,,34362,1,1,1
2,,,,,,,,,2,,,34363,1,1,1
1,16,3,1,1,99,1,2,,2,,,34364,2,1,2
2,,,,,,,,,2,,,34365,2,1,2
1,20,3,2,,,,,,2,,,34366,2,1,2
2,,,,,,,,,2,,,34367,2,1,2
1,30,3,2,,,,,,2,,,34369,1,1,1
2,,,,,,,,,2,,,34370,3,1,3
2,,,,,,,,,2,,,34371,2,1,2
2,,,,,,,,,2,,,34373,1,1,1
2,,,,,,,,,2,,,34374,3,1,3
2,,,,,,,,,2,,,34375,3,1,3
2,,,,,,,,,2,,,34376,1,1,1
1,17,3,2,,,,,,2,,,34377,3,1,3
1,22,3,2,,,,,,2,,,34378,2,1,2
1,18,3,1,1,30,1,1,5,2,,,34379,2,1,2
2,,,,,,,,,2,,,34380,3,1,3
2,,,,,,,,,2,,,34381,2,1,2
2,,,,,,,,,2,,,34382,2,1,2
2,,,,,,,,,2,,,34384,2,1,2
2,,,,,,,,,2,,,34385,4,1,4
2,,,,,,,,,2,,,34386,1,1,1
1,17,3,1,2,,,,,2,,,34387,4,1,4
2,,,,,,,,,2,,,34388,1,1,1
2,,,,,,,,,2,,,34389,2,1,2
1,18,3,2,,,,,,2,,,34390,1,1,1
2,,,,,,,,,2,,,34391,1,1,1
2,,,,,,,,,2,,,34392,1,1,1
1,16,3,1,1,30,1,1,20,1,25,2,34393,1,1,1
2,,,,,,,,,2,,,34394,2,1,2
2,,,,,,,,,2,,,34395,1,1,1
2,,,,,,,,,2,,,34396,1,1,1
2,,,,,,,,,2,,,34397,1,1,1
1,23,3,2,,,,,,2,,,34399,1,1,1
2,,,,,,,,,2,,,34400,3,1,3
2,,,,,,,,,2,,,34401,1,1,1
2,,,,,,,,,2,,,34403,1,1,1
2,,,,,,,,,2,,,34404,1,1,1
2,,,,,,,,,2,,,34405,2,1,2
2,,,,,,,,,2,,,34406,3,1,3
2,,,,,,,,,2,,,34407,1,1,1
2,,,,,,,,,2,,,34408,1,1,1
2,,,,,,,,,2,,,34409,2,1,2
2,,,,,,,,,2,,,34410,3,1,3
2,,,,,,,,,1,15,2,34411,3,1,3
1,15,3,2,,,,,,2,,,34412,1,1,1
2,,,,,,,,,2,,,34413,3,1,3
1,17,3,1,2,,,,,2,,,34416,1,1,1
1,15,3,2,,,,,,2,,,34417,1,1,1
2,,,,,,,,,2,,,34418,1,1,1
2,,,,,,,,,2,,,34419,2,1,2
2,,,,,,,,,2,,,34421,4,1,4
1,22,3,2,,,,,,2,,,34422,3,1,3
1,16,3,1,1,30,1,1,3,2,,,34423,2,1,2
1,18,3,1,1,30,1,1,5,1,30,2,34424,2,1,2
2,,,,,,,,,2,,,34426,2,1,2
2,,,,,,,,,2,,,34427,1,1,1
1,12,3,2,,,,,,2,,,34428,2,1,2
2,,,,,,,,,2,,,34429,1,1,1
2,,,,,,,,,2,,,34430,1,1,1
2,,,,,,,,,1,12,2,34431,4,1,4
2,,,,,,,,,2,,,34432,2,1,2
1,18,3,1,1,4,1,3,,2,,,34433,2,1,2
