D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
9,5,2,3,305,1,2,49080,1,1,1
9,2,2,8,805,1,2,49081,1,1,1
9,1,3,3,301,1,2,49082,2,1,2
9,5,2,7,704,1,1,49083,4,1,4
9,3,1,5,511,1,2,49084,2,1,2
9,5,2,3,305,1,2,49086,1,1,1
9,3,1,6,602,1,1,49087,2,1,2
9,6,1,7,705,1,2,49088,1,1,1
9,2,2,5,511,1,1,49089,1,1,1
9,6,0,6,603,1,1,49090,1,1,1
9,2,1,5,511,1,2,49091,1,1,1
5,3,1,7,710,1,2,49092,2,1,2
9,6,0,5,511,1,1,49093,3,1,3
9,6,0,8,805,1,2,49094,1,1,1
9,3,2,3,305,1,2,49095,2,1,2
9,3,2,8,811,1,2,49096,2,1,2
9,2,2,5,511,1,2,49097,2,1,2
9,3,2,7,705,1,1,49098,1,1,1
9,3,2,6,601,1,2,49100,2,1,2
9,6,0,5,511,1,1,49102,1,1,1
9,1,0,6,601,1,2,49103,2,1,2
9,2,2,4,409,1,2,49105,2,1,2
9,5,2,1,100,1,1,49106,1,1,1
9,4,4,6,603,1,2,49107,4,1,4
9,2,0,5,510,1,1,49108,1,1,1
9,3,2,8,803,1,1,49109,2,1,2
1,6,0,5,510,1,2,49110,2,1,2
5,6,1,5,511,1,1,49111,1,1,1
9,5,3,7,705,1,1,49112,3,1,3
9,6,0,6,603,1,2,49113,4,1,4
9,3,2,7,705,1,2,49114,2,1,2
9,6,0,5,511,1,2,49115,1,1,1
9,6,0,7,705,1,2,49116,3,1,3
9,2,4,3,303,1,2,49117,2,1,2
9,6,1,3,305,1,2,49118,1,1,1
9,6,0,6,601,1,2,49119,2,1,2
9,3,2,3,302,1,2,49120,2,1,2
9,6,0,8,811,1,1,49121,1,1,1
9,2,2,6,602,1,2,49122,2,1,2
9,6,0,8,801,1,2,49123,1,1,1
9,6,1,5,511,1,1,49124,2,1,2
9,6,0,5,511,1,1,49125,2,1,2
9,3,3,5,511,1,2,49126,2,1,2
9,6,0,4,406,1,1,49127,1,1,1
9,6,2,6,602,1,2,49128,1,1,1
9,4,2,6,603,1,2,49129,1,1,1
1,5,4,6,601,1,2,49130,2,1,2
9,6,0,7,705,1,1,49131,2,1,2
9,6,0,5,511,1,2,49132,2,1,2
9,6,0,3,301,1,2,49133,2,1,2
9,2,2,3,303,1,2,49134,2,1,2
9,6,0,5,511,1,2,49135,3,1,3
5,5,2,3,302,1,2,49136,3,1,3
9,6,2,6,602,1,2,49138,1,1,1
9,3,2,5,511,1,1,49139,1,1,1
9,6,4,5,511,1,2,49140,4,1,4
5,6,0,7,701,1,2,49141,3,1,3
3,6,0,3,304,,,49143,3,1,3
9,5,0,6,605,1,1,49144,1,1,1
9,2,2,3,303,1,1,49145,1,1,1
9,6,0,5,511,1,1,49146,3,1,3
9,2,3,5,511,1,1,49147,1,1,1
9,6,0,7,705,1,1,49148,1,1,1
9,6,2,4,407,1,1,49149,1,1,1
9,6,0,3,305,1,2,49150,1,1,1
5,6,0,5,511,1,1,49151,2,1,2
9,6,0,3,305,1,1,49152,3,1,3
9,3,5,6,603,1,1,49153,1,1,1
9,3,1,7,705,1,2,49154,2,1,2
1,2,2,7,710,1,1,49155,2,1,2
9,6,0,7,705,1,2,49156,2,1,2
9,6,0,4,409,1,1,49157,4,1,4
9,6,0,4,409,1,1,49158,2,1,2
9,6,1,1,100,1,2,49160,1,1,1
9,3,2,5,511,1,2,49161,2,1,2
9,2,1,5,511,1,2,49162,2,1,2
9,6,1,3,305,1,2,49164,1,1,1
9,6,0,8,807,1,2,49165,2,1,2
9,1,3,7,702,1,2,49166,2,1,2
9,6,0,4,407,,,49167,5,1,5
9,6,2,3,305,1,2,49168,2,1,2
9,6,0,5,511,,,49169,3,1,3
9,6,0,8,804,1,2,49170,1,1,1
9,3,2,7,705,1,2,49171,2,1,2
9,6,0,5,511,1,1,49172,2,1,2
9,6,0,7,701,1,2,49173,3,1,3
9,3,2,3,305,1,1,49174,1,1,1
9,3,1,5,511,1,2,49175,1,1,1
9,5,1,4,406,1,1,49176,1,1,1
9,3,0,4,408,1,1,49177,1,1,1
9,3,3,8,807,1,2,49178,2,1,2
9,3,2,6,603,1,2,49179,2,1,2
9,6,0,5,511,1,2,49180,3,1,3
1,2,3,3,304,1,1,49181,1,1,1
9,2,1,3,305,1,1,49182,1,1,1
9,2,1,3,305,1,1,49184,1,1,1
9,2,3,3,305,1,1,49186,1,1,1
9,2,2,3,304,1,1,49189,2,1,2
9,6,0,5,511,1,1,49190,3,1,3
9,2,1,5,511,1,2,49191,2,1,2
9,6,1,5,511,1,2,49192,3,1,3
1,6,0,4,407,,,49193,4,1,4
9,6,2,7,705,1,2,49194,3,1,3
5,2,3,4,409,1,2,49195,2,1,2
9,3,0,5,511,2,1,49196,2,1,2
9,2,1,5,511,1,2,49197,2,1,2
1,6,1,5,513,1,2,49200,3,1,3
9,3,2,7,705,1,2,49201,1,1,1
9,5,1,4,406,1,2,49202,4,1,4
9,5,1,6,602,1,2,49203,1,1,1
9,2,0,6,602,1,2,49204,3,1,3
9,5,4,3,302,1,2,49206,1,1,1
9,3,3,5,511,1,2,49207,2,1,2
5,3,5,3,301,1,2,49208,1,1,1
9,2,1,7,705,1,1,49209,2,1,2
9,6,0,6,601,1,1,49210,4,1,4
9,4,1,5,511,1,2,49211,3,1,3
9,3,0,5,511,1,2,49212,3,1,3
9,5,7,7,705,1,2,49213,1,1,1
9,6,1,5,511,1,2,49214,1,1,1
9,6,0,5,510,1,2,49215,4,1,4
9,2,4,3,302,1,2,49216,2,1,2
9,4,1,4,400,1,2,49217,1,1,1
5,2,1,7,703,1,1,49218,1,1,1
9,1,1,5,511,1,1,49219,1,1,1
9,6,0,8,803,1,2,49220,1,1,1
9,3,3,6,603,1,2,49221,2,1,2
1,3,3,4,409,1,2,49222,1,1,1
5,5,0,6,602,1,2,49223,2,1,2
9,6,0,6,600,2,2,49224,2,1,2
9,3,4,3,305,1,2,49225,2,1,2
9,6,0,6,603,1,1,49226,1,1,1
9,6,0,5,511,1,1,49227,1,1,1
9,3,2,6,602,1,2,49228,1,1,1
9,3,2,7,705,1,2,49229,2,1,2
9,3,2,5,511,1,2,49230,2,1,2
9,1,0,5,511,1,2,49231,4,1,4
9,6,0,7,709,3,2,49232,2,1,2
9,1,2,5,511,1,1,49233,1,1,1
9,5,0,3,305,1,1,49234,3,1,3
5,6,0,4,409,,,49235,3,1,3
9,6,1,5,511,1,1,49236,1,1,1
5,5,0,5,511,1,2,49237,1,1,1
9,6,1,4,408,1,2,49239,1,1,1
9,3,2,5,511,1,2,49240,2,1,2
9,3,5,4,409,1,2,49241,1,1,1
5,5,0,6,602,1,1,49242,1,1,1
9,3,2,8,802,1,2,49243,1,1,1
9,6,0,5,511,1,1,49244,3,1,3
9,5,1,7,705,1,2,49245,1,1,1
9,3,2,3,305,1,2,49246,2,1,2
9,6,0,6,604,1,1,49248,1,1,1
5,6,0,7,706,1,2,49250,4,1,4
9,5,2,6,603,1,2,49251,1,1,1
9,6,0,6,608,1,2,49252,1,1,1
9,6,1,8,803,1,2,49253,1,1,1
9,6,0,5,510,,,49254,3,1,3
9,5,2,5,511,1,2,49255,2,1,2
9,2,2,4,407,1,2,49256,2,1,2
9,6,0,5,511,1,2,49257,2,1,2
9,2,2,3,305,1,2,49258,2,1,2
5,6,4,3,303,1,1,49259,1,1,1
9,6,0,5,511,1,2,49260,4,1,4
9,3,2,7,705,1,2,49261,2,1,2
9,2,3,3,303,1,2,49262,2,1,2
9,2,1,6,601,1,2,49263,1,1,1
9,4,3,3,302,1,2,49264,1,1,1
9,3,2,8,803,4,4,49266,1,1,1
9,6,0,3,305,1,2,49267,1,1,1
9,6,1,6,604,1,1,49268,3,1,3
9,2,5,3,305,1,2,49269,2,1,2
9,6,0,5,511,1,2,49270,3,1,3
5,2,2,5,511,1,2,49271,2,1,2
9,6,0,4,408,,,49272,4,1,4
5,6,0,7,705,1,1,49273,1,1,1
9,5,0,5,510,1,2,49274,2,1,2
9,5,2,5,511,1,2,49275,1,1,1
9,3,1,7,703,1,1,49276,1,1,1
1,6,0,6,601,1,1,49277,4,1,4
9,6,2,5,511,1,2,49278,2,1,2
9,6,1,5,511,1,2,49279,2,1,2
9,5,4,5,511,1,1,49281,1,1,1
9,6,4,1,100,1,1,49282,1,1,1
1,6,0,5,511,1,1,49283,1,1,1
9,5,4,4,408,1,1,49284,1,1,1
9,6,0,6,602,1,2,49285,2,1,2
9,6,1,5,511,1,2,49286,2,1,2
1,1,1,5,511,1,2,49287,2,1,2
9,6,1,5,511,1,2,49288,1,1,1
5,2,4,4,409,1,2,49289,2,1,2
9,5,1,7,705,1,2,49290,3,1,3
9,5,1,6,602,1,2,49291,3,1,3
9,2,3,3,304,1,2,49292,2,1,2
5,5,1,7,705,1,1,49293,1,1,1
9,1,2,3,305,1,2,49295,6,1,6
9,6,1,6,602,1,2,49296,3,1,3
9,3,1,6,602,1,1,49297,1,1,1
9,6,0,7,703,1,2,49298,5,1,5
9,4,3,5,511,1,2,49299,1,1,1
9,3,2,3,305,1,2,49300,1,1,1
9,2,0,6,602,1,2,49302,3,1,3
9,2,2,5,511,1,1,49303,2,1,2
9,2,2,6,601,1,2,49304,2,1,2
9,5,1,4,406,1,2,49305,1,1,1
9,6,2,5,511,1,2,49306,1,1,1
3,5,1,5,511,1,1,49307,1,1,1
9,5,2,6,602,1,2,49308,1,1,1
9,3,2,7,705,1,2,49309,2,1,2
9,2,3,5,511,1,2,49310,2,1,2
9,4,3,6,601,1,2,49311,4,1,4
9,6,1,3,304,1,1,49312,4,1,4
5,5,1,5,513,1,2,49313,1,1,1
5,6,5,5,511,1,2,49314,2,1,2
9,6,0,6,602,1,1,49316,1,1,1
9,5,5,4,409,1,2,49317,1,1,1
9,6,1,4,409,1,2,49318,1,1,1
9,3,3,4,407,1,1,49319,1,1,1
9,3,2,6,602,1,2,49321,3,1,3
9,6,0,7,701,1,1,49322,3,1,3
9,6,2,5,511,1,2,49323,1,1,1
9,3,2,6,602,1,2,49324,2,1,2
9,6,0,7,705,1,2,49325,1,1,1
9,5,2,4,400,1,2,49329,2,1,2
2,3,2,5,511,1,1,49330,1,1,1
1,2,1,6,602,1,2,49331,2,1,2
9,2,3,5,511,1,2,49333,2,1,2
9,6,2,5,511,1,2,49335,1,1,1
9,6,0,7,705,1,1,49336,3,1,3
9,5,2,7,705,1,2,49338,1,1,1
1,5,2,5,511,1,1,49339,1,1,1
9,6,0,5,511,1,1,49340,2,1,2
9,2,2,4,407,1,2,49341,2,1,2
9,3,2,3,302,1,2,49344,1,1,1
9,3,3,3,305,1,1,49345,1,1,1
9,2,1,4,409,1,2,49346,2,1,2
5,2,1,6,602,1,1,49347,1,1,1
9,2,1,3,305,1,1,49348,6,1,6
9,2,3,3,305,1,1,49349,1,1,1
9,2,3,3,303,1,2,49351,2,1,2
9,5,2,7,711,1,2,49352,4,1,4
9,2,2,4,406,1,2,49353,2,1,2
1,2,0,7,705,1,1,49356,1,1,1
9,5,3,3,305,1,1,49357,1,1,1
9,2,0,3,302,1,1,49358,1,1,1
9,6,5,3,303,1,2,49359,1,1,1
9,3,3,5,511,1,2,49360,2,1,2
9,3,1,8,802,1,1,49363,1,1,1
5,5,2,3,305,1,1,49364,1,1,1
9,5,1,7,705,1,2,49366,1,1,1
9,3,4,3,305,1,2,49367,2,1,2
5,2,2,5,511,1,1,49368,1,1,1
9,4,7,5,511,1,2,49370,1,1,1
9,3,1,5,511,1,1,49371,1,1,1
9,4,2,4,408,1,2,49372,1,1,1
1,2,2,4,406,1,2,49373,1,1,1
9,6,0,5,511,1,2,49374,5,1,5
9,6,2,3,305,1,2,49375,1,1,1
9,2,2,5,511,1,1,49376,1,1,1
5,6,0,5,510,1,1,49377,3,1,3
5,2,6,3,305,1,1,49378,1,1,1
9,2,1,5,511,1,1,49379,1,1,1
5,2,1,6,602,1,1,49380,1,1,1
9,2,1,5,511,1,1,49381,1,1,1
9,3,3,4,408,1,1,49382,1,1,1
9,3,2,6,603,1,2,49383,2,1,2
1,2,3,3,305,1,1,49385,1,1,1
9,2,3,3,305,1,1,49386,1,1,1
9,3,4,4,406,1,1,49387,2,1,2
9,6,0,5,513,1,2,49389,5,1,5
5,2,2,3,303,1,1,49390,1,1,1
9,4,2,3,302,1,1,49391,1,1,1
5,5,2,5,511,1,2,49392,1,1,1
1,2,5,5,511,1,2,49393,2,1,2
5,5,0,6,602,3,2,49395,1,1,1
1,5,1,5,511,1,2,49396,1,1,1
9,5,12,4,406,1,2,49397,1,1,1
5,2,2,4,409,1,1,49398,2,1,2
9,3,3,5,511,1,2,49399,2,1,2
9,2,4,4,406,1,2,49400,2,1,2
9,6,0,5,511,1,1,49404,4,1,4
9,2,2,5,511,1,2,49406,2,1,2
9,2,1,5,511,1,1,49407,1,1,1
9,6,0,4,407,,,49408,3,1,3
9,5,4,1,100,1,1,49409,1,1,1
9,1,0,7,705,1,1,49410,1,1,1
9,5,2,6,602,1,2,49411,3,1,3
9,6,0,4,409,,,49412,3,1,3
3,6,0,7,702,1,2,49413,1,1,1
9,6,0,5,511,1,1,49415,1,1,1
9,3,2,7,703,1,2,49416,2,1,2
9,6,0,4,406,,,49417,3,1,3
9,6,0,6,602,1,2,49418,3,1,3
9,3,1,5,511,1,2,49419,2,1,2
1,2,3,5,510,1,1,49420,1,1,1
5,6,0,5,511,1,1,49421,2,1,2
9,5,4,3,305,1,1,49422,1,1,1
1,2,3,4,409,1,1,49423,1,1,1
9,2,2,5,511,1,2,49424,2,1,2
9,2,1,5,511,1,2,49425,4,1,4
9,2,3,4,409,3,2,49426,2,1,2
9,2,2,5,511,1,1,49427,1,1,1
5,3,2,6,601,1,1,49428,1,1,1
9,2,2,4,407,1,1,49430,2,1,2
9,6,0,5,510,1,1,49431,3,1,3
9,3,2,8,801,1,1,49440,1,1,1
9,6,0,4,407,1,2,49443,2,1,2
1,2,1,4,406,,,49444,2,1,2
9,2,2,5,511,1,1,49445,1,1,1
9,3,3,7,705,1,1,49446,1,1,1
9,6,0,6,602,1,2,49447,1,1,1
5,6,0,5,511,1,1,49448,4,1,4
5,4,2,5,511,1,2,49449,1,1,1
5,5,1,5,511,1,1,49450,1,1,1
5,6,0,5,510,1,2,49451,1,1,1
9,6,0,6,602,1,2,49452,4,1,4
9,3,1,7,702,1,2,49454,2,1,2
9,2,0,4,406,1,1,49455,1,1,1
5,3,4,5,511,1,2,49456,2,1,2
9,3,1,6,602,1,2,49457,2,1,2
9,6,3,3,302,1,2,49459,1,1,1
9,2,1,6,601,1,1,49460,1,1,1
5,3,1,5,511,1,1,49461,4,1,4
9,3,0,5,511,1,1,49462,2,1,2
9,6,0,5,511,1,1,49463,3,1,3
9,2,1,4,408,1,2,49464,2,1,2
9,2,2,5,511,1,1,49465,1,1,1
9,6,3,3,305,1,2,49466,2,1,2
5,2,2,4,409,1,2,49468,2,1,2
9,2,2,5,511,1,2,49469,1,1,1
9,3,2,6,605,1,2,49471,2,1,2
9,6,0,7,705,3,1,49472,1,1,1
9,6,0,6,602,1,2,49473,1,1,1
9,6,0,4,406,,,49474,3,1,3
9,1,0,5,510,1,2,49475,2,1,2
9,2,2,4,409,1,1,49476,1,1,1
9,6,0,4,406,,,49477,4,1,4
9,1,2,4,406,1,2,49478,1,1,1
9,3,4,3,305,1,2,49479,2,1,2
9,6,0,4,409,1,1,49480,2,1,2
9,3,0,8,801,1,2,49481,2,1,2
9,2,4,4,409,1,2,49482,3,1,3
9,4,5,3,305,1,2,49483,1,1,1
1,2,1,7,705,1,2,49484,1,1,1
9,1,0,5,511,1,1,49485,3,1,3
9,6,0,6,603,1,1,49486,1,1,1
5,6,0,6,603,1,2,49487,1,1,1
9,6,0,4,406,,,49488,4,1,4
9,6,0,4,407,,,49489,3,1,3
9,6,0,6,602,1,2,49491,2,1,2
9,4,3,4,409,1,2,49492,1,1,1
9,5,2,4,409,1,2,49493,1,1,1
9,6,0,5,511,1,2,49494,2,1,2
9,3,1,5,512,1,1,49496,4,1,4
5,2,1,7,705,1,2,49498,2,1,2
9,5,3,4,406,1,2,49500,1,1,1
9,6,0,4,406,,,49502,5,1,5
9,2,4,7,705,1,1,49503,2,1,2
9,3,0,6,602,1,2,49504,2,1,2
9,6,0,7,701,1,2,49508,3,1,3
9,6,0,4,407,,,49509,2,1,2
9,6,1,6,603,1,1,49510,1,1,1
9,6,0,7,706,1,2,49511,1,1,1
9,6,0,7,706,1,1,49512,1,1,1
9,6,0,5,511,1,1,49513,1,1,1
9,3,2,7,710,1,2,49517,2,1,2
9,2,1,5,511,1,2,49518,1,1,1
9,3,3,4,408,1,2,49519,1,1,1
9,2,0,8,803,1,2,49520,1,1,1
9,6,0,7,709,1,2,49523,4,1,4
5,6,0,5,511,1,2,49524,2,1,2
9,6,0,7,705,1,1,49525,1,1,1
9,3,1,6,605,1,1,49526,1,1,1
9,6,0,6,602,1,1,49527,2,1,2
9,6,0,5,512,1,2,49528,3,1,3
9,5,5,5,511,1,1,49529,1,1,1
9,5,3,3,303,1,1,49532,1,1,1
9,3,1,5,511,1,1,49533,4,1,4
9,5,7,3,303,1,1,49534,1,1,1
9,3,2,5,511,1,2,49536,1,1,1
9,6,0,7,705,1,1,49537,2,1,2
9,5,1,5,511,1,2,49538,1,1,1
9,3,0,7,705,1,1,49539,1,1,1
9,3,1,7,705,1,1,49540,1,1,1
9,6,0,5,511,1,2,49541,2,1,2
9,5,2,7,706,1,2,49542,3,1,3
9,2,0,8,804,1,1,49544,2,1,2
9,3,0,6,603,1,1,49545,1,1,1
9,3,4,3,305,1,2,49546,1,1,1
9,2,2,4,409,1,2,49547,2,1,2
9,2,2,5,511,1,1,49548,1,1,1
9,6,0,7,710,1,2,49550,3,1,3
9,5,1,7,703,1,1,49551,1,1,1
9,6,0,7,710,1,1,49552,3,1,3
9,5,2,7,705,1,2,49553,1,1,1
9,6,1,4,406,1,2,49554,8,1,8
9,5,3,3,302,1,2,49555,1,1,1
9,5,1,7,705,1,2,49556,2,1,2
9,6,0,8,803,1,2,49557,1,1,1
9,6,0,8,802,1,1,49558,3,1,3
9,5,1,3,305,1,1,49560,2,1,2
5,6,0,7,705,1,2,49561,1,1,1
9,6,2,5,510,1,2,49562,1,1,1
9,2,3,5,511,1,2,49563,1,1,1
9,6,1,7,705,1,2,49565,1,1,1
9,3,2,8,803,1,2,49566,1,1,1
9,3,1,8,802,1,2,49567,1,1,1
9,4,2,3,302,1,2,49569,2,1,2
9,3,1,7,705,1,1,49570,2,1,2
9,5,1,7,705,1,1,49571,2,1,2
9,2,4,3,305,1,2,49572,2,1,2
9,3,5,4,406,1,2,49573,1,1,1
9,3,1,7,705,1,1,49574,1,1,1
9,6,0,7,705,1,2,49575,3,1,3
9,5,2,5,511,1,2,49576,1,1,1
9,5,2,5,511,1,2,49577,1,1,1
9,4,0,8,807,1,2,49580,1,1,1
9,5,2,4,406,1,2,49581,1,1,1
9,5,3,3,305,1,1,49582,4,1,4
9,5,3,1,100,1,1,49583,3,1,3
9,3,4,5,511,1,1,49584,2,1,2
9,3,2,3,305,1,2,49585,2,1,2
9,5,2,5,510,1,2,49588,1,1,1
9,2,0,6,602,1,1,49589,1,1,1
9,3,0,5,511,1,1,49591,1,1,1
9,3,1,7,705,1,1,49593,1,1,1
9,6,1,6,602,1,1,49594,1,1,1
9,3,2,8,802,1,2,49595,2,1,2
9,5,2,3,303,1,1,49596,1,1,1
9,6,1,4,407,,,49597,5,1,5
5,6,0,7,705,1,2,49598,1,1,1
1,6,0,5,511,1,2,49599,1,1,1
5,3,2,5,511,1,2,49600,2,1,2
9,6,0,6,601,1,1,49604,5,1,5
9,6,0,7,701,1,2,49606,3,1,3
9,6,0,8,802,1,1,49607,1,1,1
9,6,3,5,511,1,1,49608,1,1,1
5,3,2,5,511,1,1,49609,1,1,1
5,4,2,7,705,1,2,49611,1,1,1
9,2,0,7,710,1,1,49613,1,1,1
9,2,0,5,511,1,2,49614,7,1,7
9,5,1,5,511,1,2,49615,2,1,2
9,2,4,5,511,1,2,49616,1,1,1
5,6,0,6,601,3,2,49617,2,1,2
9,6,2,5,511,1,2,49619,2,1,2
9,6,1,5,511,1,1,49620,4,1,4
9,2,2,5,511,1,2,49621,2,1,2
9,4,1,6,603,1,2,49622,1,1,1
9,6,0,7,704,1,1,49623,2,1,2
9,6,0,5,511,3,2,49624,2,1,2
9,3,1,6,602,1,2,49626,1,1,1
9,2,1,5,511,1,1,49628,2,1,2
9,3,1,7,705,1,2,49631,2,1,2
9,6,0,3,305,1,1,49632,2,1,2
5,3,2,8,802,1,2,49634,2,1,2
9,2,0,5,511,1,1,49637,1,1,1
9,5,1,6,603,1,2,49638,1,1,1
9,1,1,5,511,1,2,49642,2,1,2
9,6,0,7,705,1,2,49643,3,1,3
9,6,0,6,600,1,1,49644,1,1,1
9,2,3,1,100,1,2,49646,2,1,2
9,3,2,5,511,1,2,49647,1,1,1
9,3,2,6,603,1,1,49648,1,1,1
9,5,2,3,305,1,1,49650,1,1,1
9,3,6,3,305,1,2,49652,1,1,1
9,6,0,5,513,1,2,49653,2,1,2
9,3,3,7,705,1,1,49655,1,1,1
9,6,0,5,511,1,1,49656,1,1,1
9,1,2,4,409,1,2,49657,2,1,2
5,3,0,7,705,1,1,49658,1,1,1
9,5,2,6,602,1,2,49661,1,1,1
9,6,0,4,408,,,49662,4,1,4
9,3,2,7,705,1,2,49663,2,1,2
9,3,7,7,705,1,2,49664,2,1,2
9,2,1,4,409,1,2,49669,2,1,2
9,3,1,7,705,1,1,49670,1,1,1
9,4,5,5,511,1,2,49671,1,1,1
9,2,2,4,408,1,1,49672,2,1,2
9,6,0,3,304,,,49673,3,1,3
9,6,0,4,409,,,49678,4,1,4
9,2,0,5,513,1,1,49680,1,1,1
5,6,0,5,511,1,1,49681,1,1,1
9,3,3,6,604,1,1,49682,2,1,2
9,3,2,8,802,1,2,49683,2,1,2
9,4,3,7,705,1,2,49684,1,1,1
5,5,2,8,803,1,1,49685,1,1,1
9,3,3,5,510,1,2,49686,2,1,2
9,6,1,5,511,1,1,49687,1,1,1
9,2,1,7,710,1,1,49690,1,1,1
1,1,2,3,302,1,2,49691,2,1,2
9,3,5,5,511,1,1,49693,1,1,1
9,5,1,4,409,1,1,49694,1,1,1
9,6,0,7,705,1,1,49695,1,1,1
9,3,3,5,511,1,2,49698,2,1,2
1,2,2,4,409,1,1,49699,1,1,1
9,6,0,3,302,1,1,49701,3,1,3
9,5,4,5,511,1,2,49702,1,1,1
9,6,0,5,511,1,1,49703,4,1,4
5,5,2,7,705,1,2,49704,1,1,1
9,6,1,4,406,1,2,49705,3,1,3
9,3,3,6,603,1,2,49706,2,1,2
9,1,0,7,710,1,1,49710,1,1,1
9,6,0,4,406,,,49713,3,1,3
9,2,1,6,604,1,2,49715,2,1,2
1,3,0,7,705,1,2,49716,1,1,1
9,6,0,5,511,1,2,49717,1,1,1
9,6,6,7,705,1,1,49718,2,1,2
9,3,2,7,705,1,1,49721,1,1,1
9,2,5,5,511,1,1,49722,1,1,1
9,2,3,5,511,1,1,49723,1,1,1
9,2,2,5,511,1,2,49724,3,1,3
9,6,0,4,407,1,1,49726,3,1,3
9,2,1,7,705,1,2,49727,2,1,2
9,2,1,5,513,,,49730,5,1,5
9,2,0,6,603,1,2,49731,4,1,4
9,3,1,7,705,1,1,49732,2,1,2
9,6,0,6,602,1,1,49734,4,1,4
9,3,1,7,705,1,2,49735,2,1,2
9,6,0,4,406,,,49736,5,1,5
9,3,3,5,511,1,1,49738,1,1,1
9,4,4,4,409,1,2,49739,1,1,1
9,5,2,3,305,1,2,49740,1,1,1
9,5,1,7,705,1,2,49743,1,1,1
9,6,1,5,511,1,1,49744,2,1,2
9,2,1,5,511,1,2,49745,2,1,2
9,5,2,5,511,1,2,49746,1,1,1
9,6,0,3,305,,,49747,4,1,4
9,2,2,4,409,1,2,49749,2,1,2
9,6,0,3,305,1,1,49750,4,1,4
9,3,2,4,409,1,2,49751,2,1,2
9,6,0,7,703,1,2,49752,4,1,4
5,5,1,7,705,1,2,49753,2,1,2
9,3,0,5,511,1,1,49754,1,1,1
9,2,3,3,302,1,2,49757,1,1,1
4,2,3,5,511,1,2,49758,2,1,2
9,6,0,8,806,1,2,49759,2,1,2
5,3,1,7,713,1,1,49760,1,1,1
9,3,2,7,705,1,2,49761,2,1,2
9,6,0,6,603,1,2,49762,1,1,1
9,3,2,3,305,1,2,49764,1,1,1
9,3,2,5,511,1,1,49765,2,1,2
9,2,0,6,603,1,1,49766,1,1,1
9,3,5,2,201,1,2,49767,2,1,2
9,2,2,5,511,1,2,49769,1,1,1
9,1,5,3,302,1,2,49770,2,1,2
9,2,1,5,511,1,2,49771,2,1,2
1,2,2,3,305,1,2,49774,1,1,1
9,3,2,5,511,1,2,49776,2,1,2
9,6,0,7,705,1,1,49777,1,1,1
9,2,0,7,705,1,2,49778,1,1,1
9,6,0,3,304,1,2,49780,1,1,1
9,4,5,3,301,1,1,49781,1,1,1
9,3,1,7,705,1,1,49784,1,1,1
9,5,3,3,305,1,2,49786,1,1,1
9,1,0,7,710,1,2,49787,2,1,2
9,2,3,3,304,1,2,49789,2,1,2
9,6,1,4,407,1,1,49790,1,1,1
9,6,0,5,511,1,2,49791,2,1,2
9,3,2,5,511,1,1,49792,1,1,1
5,6,0,5,511,2,1,49795,3,1,3
9,3,2,3,305,1,2,49796,2,1,2
9,1,0,8,802,1,1,49797,1,1,1
9,3,1,7,705,1,1,49799,1,1,1
9,4,3,3,302,1,2,49800,1,1,1
9,2,3,4,406,1,1,49801,2,1,2
9,6,0,5,511,,,49803,3,1,3
9,6,0,6,601,2,1,49805,1,1,1
9,2,3,3,304,1,1,49806,2,1,2
9,6,2,4,409,1,2,49807,1,1,1
9,3,2,7,705,1,1,49808,1,1,1
9,6,0,7,705,1,1,49809,1,1,1
9,6,0,7,705,1,2,49812,3,1,3
9,6,0,5,511,1,2,49813,2,1,2
9,5,2,4,406,1,2,49815,1,1,1
9,6,1,4,408,1,2,49818,3,1,3
9,6,0,7,705,1,1,49820,1,1,1
5,6,4,5,511,1,1,49822,2,1,2
9,6,0,5,511,1,1,49823,2,1,2
1,2,4,7,705,1,1,49824,2,1,2
9,3,2,6,603,1,1,49825,1,1,1
9,5,2,5,511,1,1,49826,4,1,4
9,6,0,5,511,,,49828,3,1,3
9,2,2,3,301,1,2,49830,2,1,2
9,6,2,5,511,1,2,49832,1,1,1
9,6,0,7,705,1,2,49833,3,1,3
5,6,1,3,305,1,2,49835,1,1,1
9,6,0,5,511,1,2,49836,1,1,1
1,5,1,7,706,1,2,49837,1,1,1
9,2,2,3,303,1,2,49838,2,1,2
9,2,2,3,305,1,1,49839,2,1,2
9,2,3,4,409,1,2,49840,2,1,2
9,4,2,3,302,1,2,49841,1,1,1
9,2,1,3,305,1,2,49843,2,1,2
9,3,3,4,409,1,2,49844,2,1,2
9,3,2,7,705,1,1,49845,2,1,2
5,1,0,5,510,1,2,49846,1,1,1
5,5,0,3,305,1,1,49847,1,1,1
9,6,0,5,511,1,2,49849,3,1,3
9,6,2,7,704,2,1,49851,3,1,3
9,3,2,5,511,1,2,49853,2,1,2
9,1,0,7,705,1,2,49855,2,1,2
9,5,6,3,302,1,2,49857,1,1,1
9,2,4,4,406,1,2,49858,2,1,2
9,2,1,8,801,1,2,49860,2,1,2
9,3,2,8,801,1,1,49862,1,1,1
5,3,3,4,408,1,1,49863,1,1,1
9,6,0,6,602,1,1,49865,2,1,2
9,2,2,3,305,1,2,49866,2,1,2
