L_01,L_02,L_03,L_04,L_05,L_06,L_07,L_08,L_08_VALOR,L_08_TEXTO,L_09_A,L_09_B,L_09_C,L_09_D,L_09_E,L_09_F,L_09_G,L_09_H,L_09_I,L_10,L_10_A,L_10_B,L_11_A,L_11_B,L_11_C,L_11_D,L_11_E,L_11_F,L_11_G,L_11_H,L_11_I,L_11_J,L_11_K,L_11_L,L_11_M,L_11_N,L_11_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29457,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29472,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29591,1,1,1
3,1,3,1,1,20000,03,1,20000,VEINTE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29784,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29913,1,1,1
9,1,3,2,,,3,1,8000,OCHO MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30040,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30076,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30255,1,1,1
3,1,2,2,,,1,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,30314,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30396,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30405,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30448,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30526,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30619,2,1,2
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30757,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30911,1,1,1
3,1,3,2,,,01,1,10000,DIEZ MIL PESOS,,,1,,,,,,,2,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,30927,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31037,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31055,2,1,2
3,1,5,2,,,30,1,10000,DIEZ MIL,,,1,,1,,,,,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31098,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31125,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31126,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31205,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31291,1,1,1
3,1,4,1,2,98,3,2,,,,,,1,,,,,,2,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,31298,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31462,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31523,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31524,2,1,2
1,1,1,1,1,30000,10,1,10000,DIEZ MIL PESOS,,,1,,,,,,,2,,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,31585,3,1,3
3,1,4,1,20,50000,20,2,,,,,1,1,,,,,,2,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,31723,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31728,2,1,2
1,1,3,1,2,3000,01,1,6000,SEIS MIL PESOS,,,,,,1,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31820,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31853,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31888,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31893,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32003,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32013,4,1,4
3,1,2,2,,,1,1,17000,DIECISIETE MIL PESOS,,,,,,,1,,,2,,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,32028,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32100,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32102,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32295,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32308,1,1,1
3,1,1,2,,,01,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32359,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32376,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32479,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32562,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32697,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32736,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32825,3,1,3
3,1,3,1,4,20000,04,1,5000,CINCO MIL,,,,,,,1,,,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,32933,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33053,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33078,2,1,2
3,1,4,1,27,50000,10,1,5000,CINCO MIL PESOS,,,1,,,,,,,2,,,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,33150,4,1,4
3,1,4,1,8,50000,08,1,5000,CINCO MIL PESOS,,,1,1,,1,,,,2,,,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,33290,5,1,5
1,1,9,1,30,98,50,1,5000,CINCO MIL PESOS,,,1,1,,1,,,,2,,,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,33313,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33442,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33503,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33522,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33535,1,1,1
3,1,2,1,2,70000,10,1,10000,DIEZ MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33549,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33589,1,1,1
3,1,2,2,,,01,1,10000,DIEZ MIL,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33594,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33631,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33654,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33684,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33730,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33768,2,1,2
2,1,2,2,,,2,1,10000,DIEZ MIL,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,33853,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34121,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34200,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34387,4,1,4
3,1,2,1,1,10000,01,1,10000,DIEZ M IL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34424,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34561,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34562,3,1,3
3,1,2,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34624,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34654,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34682,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34688,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34691,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34697,1,1,1
2,1,2,1,1,20000,01,1,20000,VEINTE MIL,,,,,1,,,,,2,,,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,34718,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34916,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35029,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35035,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35077,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35160,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35170,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35635,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35718,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35733,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35997,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36148,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36156,1,1,1
3,1,1,2,,,10,1,7000,SIETE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36182,3,1,3
9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36315,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36432,2,1,2
3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36513,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36530,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36822,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36830,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36843,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36935,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37014,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37025,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37043,2,1,2
3,1,3,1,4,100000,40,1,5000,CINCO MIL,,,1,1,,1,,,,2,,,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,37090,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37201,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37361,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37366,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37428,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37457,2,1,2
9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37570,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37594,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37659,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37723,1,1,1
1,1,3,1,2,20000,01,1,20000,VEINTEMIL PESOS,,,,,1,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,37808,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37822,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37857,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37922,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38117,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38155,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38265,1,1,1
3,1,4,1,8,50000,4,1,10000,DIEZ MIL PESOS,,,1,,1,,,,,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38563,3,1,3
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38746,2,1,2
3,1,2,1,2,25000,25,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38790,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38792,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38814,1,1,1
2,1,1,2,,,1,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,38827,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39074,1,1,1
1,1,4,1,4,20000,04,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,39076,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39104,2,1,2
3,1,1,1,1,3000,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39122,1,1,1
3,1,9,1,5,100000,10,1,10000,DIEZ MIL PESOS,,,,1,1,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39145,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39241,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39286,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39428,1,1,1
3,1,4,1,15,30000,09,1,4000,CUATRO MIL PESOS HASTA CINCO MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,39509,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39589,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39706,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39741,9,1,9
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39826,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39829,1,1,1
3,1,3,2,,,30,1,5000,CINCO MIL PESOS,,,1,1,,,,,,2,,,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,39839,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39880,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39898,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39935,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40051,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40057,3,1,3
3,1,4,1,8,24000,8,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,40089,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40154,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40518,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40524,1,1,1
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40550,1,1,1
3,1,3,1,2,20000,05,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40667,1,1,1
1,1,5,1,29,160000,40,1,5000,CINCO MIL,,,1,,,,,,,2,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,40680,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40682,1,1,1
3,1,1,1,5,10000,2,1,5000,CINCO MIL,,,1,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40705,1,1,1
3,1,4,1,3,30000,04,2,,,,,,1,,,,,,2,,,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,40726,6,1,6
3,1,2,2,,,1,2,,,,,,,,1,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40770,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40832,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40888,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40922,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40938,1,1,1
3,1,4,1,99,160000,10,1,10000,DIEZ MIL,,,1,,,,,,,2,,,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,40950,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40995,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41181,1,1,1
3,1,4,1,4,98,12,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41385,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41621,1,1,1
2,1,1,2,,,01,2,,,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41674,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41781,1,1,1
3,1,2,2,,,01,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,41795,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41801,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41819,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41912,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41915,1,1,1
3,1,3,1,2,15000,2,1,7000,SIETE MIL,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,41940,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41957,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42111,3,1,3
3,1,4,1,5,60000,20,1,4000,CUATRO MIL PESOS,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42302,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42617,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42659,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42723,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42740,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42890,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42971,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43067,3,1,3
3,1,4,1,12,120000,12,1,10000,DIEZ MIL PESOS,,,1,,1,,,,,2,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,43128,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43152,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43211,1,1,1
3,1,3,2,,,1,1,20000,VEINTE MIL PESOS,,,,1,,,,,,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,43266,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43286,1,1,1
3,1,1,2,,,01,1,20000,VEINTE MIL PESOS,,,,,,,1,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43389,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43395,1,1,1
3,1,2,1,1,20000,05,1,5000,cinco mil pesos,,,,1,,,,,,2,,,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,43438,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43530,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43544,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43589,2,1,2
3,1,3,2,,,4,1,10000,DIEZ MIL,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43646,4,1,4
3,1,1,2,,,01,1,8000,OCHO MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43709,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43782,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43843,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43897,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43987,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44028,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44114,1,1,1
2,1,3,1,1,3000,5,2,,,,,,1,,,,,,2,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,44146,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44238,1,1,1
3,1,5,1,30,120000,2,1,4000,CUATRO MIL PESOS,,,1,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44408,1,1,1
1,1,3,1,8,40000,03,1,4000,CUATRO MIL PESOS,,,1,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44423,1,1,1
3,1,1,1,4,40000,04,1,10000,DIEZ MIL,,,1,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44430,1,1,1
3,1,5,1,30,60000,30,1,4000,CUATRO MIL PESOS,,,1,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44476,1,1,1
3,1,5,1,30,50000,30,1,4000,CUATRO MIL PESOS,,,1,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44527,1,1,1
3,1,4,1,20,60000,03,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44555,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44573,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44781,2,1,2
1,1,5,1,30,150000,20,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,44796,3,1,3
3,1,2,2,,,3,1,5000,CINCO MIL PESOS,,,1,,,,,,,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,44798,1,1,1
3,1,5,1,30,160000,30,1,5000,CINCO MIL PESOS,,,1,1,,,,,,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44848,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44853,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44962,1,1,1
3,1,4,1,5,120000,02,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,44970,1,1,1
3,1,2,2,,,1,1,15000,QUINCEMIL,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45030,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45058,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45072,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45146,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45201,5,1,5
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45216,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45229,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45363,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45379,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45400,1,1,1
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45535,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45581,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45815,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45830,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45908,2,1,2
1,1,3,1,2,50000,10,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,45933,4,1,4
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45965,2,1,2
3,1,1,2,,,1,1,15000,QUINCE MIL PESOS,,,,,1,,,,,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45978,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46207,2,1,2
